,Date,Price,SMA10,SMA20,SMA50,SMA100,SMA200,EMA13,EMA25,RSI,UBB,LBB,ATR,CE,TSI
29,2000-02-14,74.4375,76.48125,70.996875,,,,74.70071243681708,74.24770210837605,54.30051813471502,84.99666793784843,63.99697853107578,6.158482142857143,67.46205357142857,-27.65873274441612
30,2000-02-15,73.8125,77.11875,71.48125,,,,74.57382494584321,74.21422502311636,57.96460176991151,85.14630459576588,64.64872270211706,6.180803571428571,67.39508928571428,-26.449461312417
31,2000-02-16,70.6875,77.24375,71.675,,,,74.01863566786561,73.94293848287664,53.2608695652174,85.17016238860192,64.92741880569903,6.185267857142857,67.38169642857143,-26.011258790341447
32,2000-02-17,69.0,75.725,71.8875,,,,73.30168771531338,73.56271244573229,56.77867902665122,85.05335745903312,65.30457127048344,5.926339285714286,68.15848214285714,-25.960993144970466
33,2000-02-18,64.75,74.34375,72.021875,,,,72.08001804169719,72.88481148836827,50.16949152542374,84.81509862517295,65.62526318741352,5.841517857142857,68.41294642857143,-26.724212151073516
34,2000-02-22,63.5625,73.2,71.69375,,,,70.86322975002616,72.16771060464764,46.38694638694639,85.0174588344523,65.03189558277384,5.640625,69.015625,-27.58376142045535
35,2000-02-23,70.4375,71.93125,71.753125,,,,70.80241121430815,72.0346174812132,50.85470085470085,85.04151742930695,65.10892878534652,5.881696428571429,68.29241071428572,-25.96133847250204
36,2000-02-24,68.4375,70.75,71.934375,,,,70.46456675512128,71.7579161365045,32.786885245901644,84.91959401351481,65.4417654932426,5.113839285714286,68.65848214285714,-25.039884799993168
37,2000-02-25,69.125,70.04375,72.04375,,,,70.27320007581825,71.55538412600416,38.437978560490045,84.88783654636543,65.6217067268173,4.962053571428571,69.11383928571429,-24.04567742389608
38,2000-02-28,65.75,69.0,72.246875,,,,69.62702863641564,71.10881611631153,38.615384615384606,84.5170299420792,66.11179752896041,4.930803571428571,69.20758928571429,-23.94631243264551
39,2000-02-29,68.875,68.44375,72.4625,,,,69.51959597407055,70.9369841073645,30.0,84.30830205455877,66.53959897272063,4.40625,70.51563,-22.756158528510127
40,2000-03-01,65.875,67.65,72.384375,,,,68.9989394063462,70.5476007144903,29.895104895104893,84.38925853206395,66.38193323396803,4.417410714285714,66.62276785714286,-22.455635985676132
41,2000-03-02,62.5625,66.8375,72.040625,,,,68.07944806258246,69.93336219799104,30.535714285714292,84.77250550721492,65.67468474639254,4.341517857142857,66.10044642857143,-22.969066487514016
42,2000-03-03,62.5,66.1875,70.95625,,,,67.2823840536421,69.3615651058379,30.481283422459896,83.00822761671019,64.9302611916449,4.274553571428571,63.363839285714285,-23.405531863198036
43,2000-03-06,63.9375,66.10625,70.225,,,,66.80454347455039,68.94432932846576,34.89208633093524,82.10733153179872,64.28383423410062,4.426339285714286,62.90848214285714,-23.217924258914504
44,2000-03-07,63.5,66.1,69.65,,,,66.3324658353289,68.52553476473763,35.08137432188066,81.67159515205863,63.639202423970694,4.292410714285714,60.56026785714286,-23.16834999025046
45,2000-03-08,63.625,65.41875,68.675,,,,65.94568500171049,68.14857055206551,38.81188118811881,79.159841815437,63.43257909228149,4.363839285714286,58.65848214285714,-23.0754545355534
46,2000-03-09,68.8125,65.45625,68.103125,,,,66.35523000146614,68.19964204806047,49.73262032085562,77.06707647169158,63.62114926415422,4.613839285714286,57.90848214285714,-20.834155064757688
47,2000-03-10,66.875,65.23125,67.6375,,,,66.42948285839955,68.09774650590198,53.2442748091603,75.76139668622272,63.57555165688864,4.520089285714286,58.18973214285714,-19.509735308151278
48,2000-03-13,65.3125,65.1875,67.09375,,,,66.26991387862819,67.88349677467876,52.64150943396226,74.20014306318055,63.540553468409726,4.551339285714286,58.09598214285714,-18.85801620888182
49,2000-03-14,65.625,64.8625,66.653125,69.1775,,,66.17778332453845,67.70976625354963,40.94117647058824,72.88077913192171,63.53929793403915,4.220982142857143,58.71205357142857,-18.177921713145075
50,2000-03-15,63.75,64.65,66.15,68.665,,,65.83095713531867,67.40516884943044,41.13475177304964,71.50736089781837,63.47131955109082,4.069196428571429,57.167410714285715,-18.18514610356453
51,2000-03-16,66.25,65.01875,65.928125,68.35125,,,65.89082040170172,67.31630970716657,44.91150442477876,70.84357376009885,63.47040061995057,4.225446428571429,56.323660714285715,-17.05124317088843
52,2000-03-17,64.8125,65.25,65.71875,68.2525,,,65.73677463003004,67.12370896046146,48.218527315914486,70.43600207141432,63.36012396429284,4.002232142857143,56.99330357142857,-16.57986623049537
53,2000-03-20,64.1875,65.275,65.690625,68.225,,,65.51544968288289,66.89784673273365,40.15748031496063,70.4388024550596,63.316536272470195,3.9464285714285716,57.160714285714285,-16.39836653813262
54,2000-03-21,72.375,66.1625,66.13125,68.28125,,,66.49538544247105,67.31916621483107,61.206896551724135,71.62495153711929,63.38439923144035,4.4375,59.6875,-12.36126605270316
55,2000-03-22,70.6875,66.86875,66.14375,68.31125,,,67.09425895068948,67.57826881369023,64.84018264840182,71.67968226589986,63.37578386705007,4.513392857142857,60.45982142857143,-9.753498197239352
56,2000-03-23,67.6875,66.75625,66.10625,68.33,,,67.17900767201955,67.58667121263714,58.55670103092783,71.58664268185848,63.366053659070765,4.566964285714286,60.29910714285714,-8.787541081929717
57,2000-03-24,72.6875,67.3375,66.284375,68.5125,,,67.96593514744534,67.97904265781891,62.91512915129151,72.3754430670444,63.238840966477795,4.767857142857143,60.94642857142857,-5.806264882419094
58,2000-03-27,73.125,68.11875,66.653125,68.65625,,,68.702944412096,68.37488553029438,64.20664206642067,73.45899454013725,63.25019022993138,4.745535714285714,61.01339285714286,-3.2672954059242323
59,2000-03-28,70.125,68.56875,66.715625,68.77375,,,68.90609521036801,68.50950972027174,58.84353741496599,73.62950727352079,63.25868386323961,4.707589285714286,61.12723214285714,-2.4392150998359794
60,2000-03-29,66.25,68.81875,66.734375,68.81625,,,68.5266530374583,68.33570128025085,46.38447971781305,73.64068825881957,63.28121837059022,4.587053571428571,61.488839285714285,-3.3304309143072994
61,2000-03-30,66.5,68.84375,66.93125,68.81,,,68.23713117496426,68.19449348946232,49.44444444444445,73.5555548294658,63.619097585267106,4.555803571428571,61.582589285714285,-3.9315145169192016
62,2000-03-31,67.0,69.0625,67.15625,68.855,,,68.06039814996937,68.1026093748883,52.58126195028681,73.44396515274865,64.01239242362568,4.573660714285714,61.52901785714286,-4.2004898465392
63,2000-04-03,63.5625,69.0,67.1375,68.885,,,67.41784127140232,67.75337019220459,47.12041884816754,73.46772199660609,63.97238900169697,4.676339285714286,61.22098214285714,-5.80467954671827
