,Date,Price,Low,High
0,2000-01-03,89.375,79.04688,89.5625
1,2000-01-04,81.9375,81.75,91.5
2,2000-01-05,69.75,68.0,75.125
3,2000-01-06,65.5625,64.0,72.6875
4,2000-01-07,69.5625,66.1875,70.5
5,2000-01-10,69.1875,65.5625,72.625
6,2000-01-11,66.75,65.0,70.0
7,2000-01-12,63.5625,63.0,68.0
8,2000-01-13,65.9375,63.125,67.1875
9,2000-01-14,64.25,64.0,68.625
10,2000-01-18,64.125,63.0,65.1875
11,2000-01-19,66.8125,63.0,67.5
12,2000-01-20,64.75,63.9375,67.0
13,2000-01-21,62.0625,60.0,64.625
14,2000-01-24,70.125,67.5,73.375
15,2000-01-25,69.25,66.0,71.25
16,2000-01-26,64.8125,64.75,70.0
17,2000-01-27,66.9375,64.625,67.75
18,2000-01-28,61.6875,60.0,66.4375
19,2000-01-31,64.5625,58.4375,64.75
20,2000-02-01,67.4375,64.375,70.625
21,2000-02-02,69.4375,67.75,72.25
22,2000-02-03,84.1875,77.375,85.9375
23,2000-02-04,78.5625,77.875,82.75
24,2000-02-07,75.0,73.125,76.875
25,2000-02-08,83.125,73.4375,84.0
26,2000-02-09,80.25,80.01563,83.73438
27,2000-02-10,76.1875,75.5,79.875
28,2000-02-11,76.1875,75.5,79.125
29,2000-02-14,74.4375,73.5625,75.75
30,2000-02-15,73.8125,70.625,76.1875
31,2000-02-16,70.6875,70.625,73.4375
32,2000-02-17,69.0,68.0,71.3125
33,2000-02-18,64.75,63.875,69.0
34,2000-02-22,63.5625,63.0625,66.5
35,2000-02-23,70.4375,64.6875,71.75
36,2000-02-24,68.4375,65.625,71.375
37,2000-02-25,69.125,65.1875,69.375
38,2000-02-28,65.75,64.125,67.1875
39,2000-02-29,68.875,65.875,68.96875
40,2000-03-01,65.875,65.0,68.5
41,2000-03-02,62.5625,62.1875,65.0
42,2000-03-03,62.5,62.0625,64.75
43,2000-03-06,63.9375,62.8125,67.25
44,2000-03-07,63.5,62.125,65.8125
45,2000-03-08,63.625,60.5625,64.75
46,2000-03-09,68.8125,62.1875,69.0
47,2000-03-10,66.875,65.0,68.53125
48,2000-03-13,65.3125,63.0,66.625
49,2000-03-14,65.625,63.375,66.9375
50,2000-03-15,63.75,62.0,65.125
51,2000-03-16,66.25,60.0,66.375
52,2000-03-17,64.8125,64.5,66.375
53,2000-03-20,64.1875,62.375,64.5
54,2000-03-21,72.375,62.25,73.0
55,2000-03-22,70.6875,69.25,74.0
56,2000-03-23,67.6875,67.5,70.9375
57,2000-03-24,72.6875,71.3125,75.25
58,2000-03-27,73.125,71.75,75.125
59,2000-03-28,70.125,69.46875,72.75
60,2000-03-29,66.25,65.0,69.875
61,2000-03-30,66.5,64.0,67.375
62,2000-03-31,67.0,63.0,67.125
63,2000-04-03,63.5625,62.0,65.6875
64,2000-04-04,63.9375,55.75,65.4375
65,2000-04-05,62.1875,60.5,64.9375
66,2000-04-06,64.25,61.875,65.5
67,2000-04-07,67.5625,64.125,68.625
68,2000-04-10,63.375,63.25,68.4375
69,2000-04-11,63.375,61.25,66.0
70,2000-04-12,56.375,56.25,64.375
71,2000-04-13,48.0,47.9375,58.75
72,2000-04-14,46.875,40.8125,52.375
73,2000-04-17,47.0625,44.625,52.0
74,2000-04-18,54.9375,47.125,56.25
75,2000-04-19,53.4375,51.6875,55.3125
76,2000-04-20,52.375,49.875,53.6875
77,2000-04-24,49.8125,44.875,51.5625
78,2000-04-25,52.4375,50.25,54.125
79,2000-04-26,53.5,52.45313,57.4375
80,2000-04-27,52.875,48.5,55.25
81,2000-04-28,55.1875,53.125,55.625
82,2000-05-01,59.9375,55.25,60.3125
83,2000-05-02,56.125,55.875,60.0
84,2000-05-03,54.125,53.0,56.5625
85,2000-05-04,55.0625,53.125,56.5
86,2000-05-05,58.5,54.125,58.625
87,2000-05-08,56.01563,55.4375,59.25
88,2000-05-09,56.25,53.0,57.75
89,2000-05-10,53.3125,49.0,55.375
90,2000-05-11,54.875,50.9375,55.75
91,2000-05-12,53.75,53.125,56.5
92,2000-05-15,56.0625,50.875,56.5
93,2000-05-16,59.0625,56.0,59.875
94,2000-05-17,61.0,57.0,62.375
95,2000-05-18,55.375,55.125,60.875
96,2000-05-19,52.625,52.25,55.75
97,2000-05-22,51.875,46.875,53.125
98,2000-05-23,46.6875,46.5,51.875
99,2000-05-24,48.5625,40.4375,49.75
100,2000-05-25,45.5,45.5,50.0
101,2000-05-26,46.5,44.0,47.75
102,2000-05-30,51.75,47.3125,51.875
103,2000-05-31,48.3125,48.125,52.25
104,2000-06-01,50.1875,46.375,51.125
105,2000-06-02,57.875,52.25,58.125
106,2000-06-05,54.5,52.5,56.25
107,2000-06-06,50.5625,50.25,54.5625
108,2000-06-07,51.8125,50.125,52.1875
109,2000-06-08,51.875,51.625,53.4375
110,2000-06-09,52.1875,51.875,53.25
111,2000-06-12,48.4375,47.0,52.1875
112,2000-06-13,49.0,46.25,49.5
113,2000-06-14,46.4375,46.0,49.875
114,2000-06-15,46.3125,45.3125,47.9375
115,2000-06-16,46.0,45.375,47.4375
116,2000-06-19,45.3125,43.5,45.875
117,2000-06-20,46.125,45.125,48.625
118,2000-06-21,46.0625,45.0625,46.9375
119,2000-06-22,42.0,41.625,46.4375
120,2000-06-23,33.875,32.46875,37.0
121,2000-06-26,33.9375,32.8125,35.32813
122,2000-06-27,36.5,33.5,38.5
123,2000-06-28,37.875,36.125,39.9375
124,2000-06-29,37.125,36.125,38.5
125,2000-06-30,36.3125,35.5,37.25
126,2000-07-03,37.0,36.5,37.5
127,2000-07-05,36.5,36.375,38.5
128,2000-07-06,36.0625,34.75,37.375
129,2000-07-07,36.125,35.25,37.0
130,2000-07-10,35.0625,35.0,36.375
131,2000-07-11,33.125,32.625,35.25
132,2000-07-12,35.0625,34.25,36.125
133,2000-07-13,35.0,34.875,36.0
134,2000-07-14,42.5,36.3125,43.20313
135,2000-07-17,41.125,40.25,43.9375
136,2000-07-18,41.75,39.5,43.625
137,2000-07-19,40.875,39.0,41.5625
138,2000-07-20,40.3125,39.5,43.375
139,2000-07-21,41.125,40.4375,42.5
140,2000-07-24,38.75,38.0625,41.375
141,2000-07-25,37.625,33.25,38.75
142,2000-07-26,36.0625,34.0625,36.71875
143,2000-07-27,31.375,29.75,32.0
144,2000-07-28,30.0,29.0,32.125
145,2000-07-31,30.125,27.875,30.25
146,2000-08-01,30.25,30.25,32.25
147,2000-08-02,30.8125,30.21875,32.0
148,2000-08-03,31.5,29.3125,31.75
149,2000-08-04,32.5,31.5,34.1875
150,2000-08-07,33.8125,31.625,34.25
151,2000-08-08,32.9375,32.4375,33.375
152,2000-08-09,30.875,30.375,32.375
153,2000-08-10,30.4375,29.75,31.75
154,2000-08-11,33.6875,30.3125,34.0
155,2000-08-14,34.875,32.6875,35.1875
156,2000-08-15,37.5625,34.375,38.3125
157,2000-08-16,38.625,37.53125,39.875
158,2000-08-17,38.25,36.875,39.0625
159,2000-08-18,39.0,38.9375,40.125
160,2000-08-21,37.5,36.5,39.875
161,2000-08-22,36.5,36.0625,38.1875
162,2000-08-23,38.8125,35.0,39.5
163,2000-08-24,39.375,38.8125,40.5
164,2000-08-25,39.9375,38.5625,40.0625
165,2000-08-28,39.125,38.5625,42.5
166,2000-08-29,39.625,38.875,40.875
167,2000-08-30,42.9375,42.0,43.96875
168,2000-08-31,41.5,41.4375,43.1875
169,2000-09-01,41.5,41.0,42.5
170,2000-09-05,45.6875,40.25,46.3125
171,2000-09-06,45.875,45.6875,49.625
172,2000-09-07,43.5,43.0,47.0
173,2000-09-08,42.9375,42.5,45.0
174,2000-09-11,42.375,42.1875,45.21875
175,2000-09-12,42.6875,42.25,44.1875
176,2000-09-13,42.4375,41.0,43.125
177,2000-09-14,44.875,43.75,46.0
178,2000-09-15,43.625,42.875,45.4375
179,2000-09-18,42.8125,41.875,44.625
180,2000-09-19,40.75,39.125,42.75
181,2000-09-20,37.5,37.375,40.5
182,2000-09-21,40.0625,37.25,40.5
183,2000-09-22,41.4375,38.3125,42.125
184,2000-09-25,40.375,40.0,42.5625
185,2000-09-26,39.75,39.5625,41.125
186,2000-09-27,37.875,35.5,39.625
187,2000-09-28,40.0,37.125,40.25
188,2000-09-29,38.4375,37.625,41.25
189,2000-10-02,35.875,35.25,38.4375
190,2000-10-03,35.0625,35.0,37.25
191,2000-10-04,36.0,32.5,37.0625
192,2000-10-05,33.5625,32.0,36.625
193,2000-10-06,31.5625,30.1875,33.25
194,2000-10-09,30.0625,27.375,30.5625
195,2000-10-10,30.4375,28.875,32.71875
196,2000-10-11,27.8125,27.625,30.25
197,2000-10-12,25.125,24.625,28.8125
198,2000-10-13,28.4375,23.5,28.875
199,2000-10-16,24.3125,24.125,28.3125
200,2000-10-17,21.9375,20.875,25.1875
201,2000-10-18,25.125,19.375,25.375
202,2000-10-19,27.75,24.1875,28.125
203,2000-10-20,30.8125,27.125,31.25
204,2000-10-23,30.0,27.625,30.375
205,2000-10-24,29.5625,28.8125,33.875
206,2000-10-25,31.875,31.75,36.5
207,2000-10-26,36.875,31.0,37.5
208,2000-10-27,35.625,33.875,37.5
209,2000-10-30,32.875,30.26563,34.375
210,2000-10-31,36.625,32.0625,36.875
211,2000-11-01,37.375,35.6875,40.0
212,2000-11-02,39.75,37.5,39.875
213,2000-11-03,37.5625,36.875,40.875
214,2000-11-06,36.5625,34.75,38.625
215,2000-11-07,36.9375,35.5625,39.4375
216,2000-11-08,33.875,33.25,37.0
217,2000-11-09,31.25,29.875,33.0
218,2000-11-10,30.0625,30.0,31.875
219,2000-11-13,27.8125,27.4375,30.10938
220,2000-11-14,28.9375,25.75,29.875
221,2000-11-15,29.5,28.4375,30.8125
222,2000-11-16,27.8125,27.75,30.5
223,2000-11-17,27.4375,26.875,29.625
224,2000-11-20,25.8125,25.0,27.9375
225,2000-11-21,24.25,23.625,26.875
226,2000-11-22,25.1875,22.125,27.5
227,2000-11-24,28.9375,26.0625,29.125
228,2000-11-27,28.0,27.0,30.75
229,2000-11-28,25.03125,24.625,26.1875
230,2000-11-29,26.9375,24.25,27.5
231,2000-11-30,24.6875,22.875,26.1875
232,2000-12-01,24.625,23.0,26.75
233,2000-12-04,26.5625,23.25,27.1875
234,2000-12-05,25.375,24.75,27.625
235,2000-12-06,23.625,23.625,26.0
236,2000-12-07,21.375,20.125,23.4375
237,2000-12-08,23.4375,21.25,24.6875
238,2000-12-11,25.3125,21.75,26.125
239,2000-12-12,25.875,24.3125,27.5
240,2000-12-13,23.75,23.5,26.625
241,2000-12-14,22.6875,22.59375,24.6875
242,2000-12-15,22.875,22.0,24.25
243,2000-12-18,19.875,18.9375,21.1875
244,2000-12-19,18.25,17.375,20.875
245,2000-12-20,16.6875,15.625,17.875
246,2000-12-21,15.1875,14.875,17.75
247,2000-12-22,15.5625,15.25,16.54688
248,2000-12-26,16.9375,16.25,18.5
249,2000-12-27,16.875,15.5625,17.4375
250,2000-12-28,17.375,16.625,18.25
251,2000-12-29,15.5625,15.0,17.125
252,2001-01-02,13.875,13.625,16.0
253,2001-01-03,17.5625,13.5625,17.875
254,2001-01-04,15.5,15.4375,17.5625
255,2001-01-05,14.5625,13.5625,15.875
256,2001-01-08,14.9375,13.75,15.5625
257,2001-01-09,16.375,14.1875,16.625
258,2001-01-10,16.5,15.5625,17.0
259,2001-01-11,17.0,15.625,17.3125
260,2001-01-12,17.6875,17.125,18.5
261,2001-01-16,18.0625,17.25,18.375
262,2001-01-17,18.375,17.75,19.5625
263,2001-01-18,19.5,17.9375,19.5
264,2001-01-19,19.9375,18.6875,20.375
265,2001-01-22,18.5,18.5,19.9375
266,2001-01-23,18.95313,18.25,19.3125
267,2001-01-24,21.875,19.0,22.375
268,2001-01-25,19.0,19.0,21.75
269,2001-01-26,19.5,18.875,20.5
270,2001-01-29,20.125,18.8125,20.75
271,2001-01-30,18.9375,18.67188,20.6875
272,2001-01-31,17.3125,17.0625,19.5625
273,2001-02-01,16.25,15.75,17.1875
274,2001-02-02,14.375,14.25,16.1875
275,2001-02-05,14.4375,14.3125,14.9375
276,2001-02-06,15.8125,13.5625,15.875
277,2001-02-07,15.0,14.5625,15.8125
278,2001-02-08,14.375,14.375,15.875
279,2001-02-09,13.375,13.375,14.75
280,2001-02-12,14.5,13.70313,15.0
281,2001-02-13,13.75,13.75,15.0625
282,2001-02-14,14.4375,13.5,14.75
283,2001-02-15,14.5,13.5,14.625
284,2001-02-16,13.6875,13.3125,14.125
285,2001-02-20,12.5,12.4375,13.6875
286,2001-02-21,11.9375,11.3125,12.5
287,2001-02-22,11.9375,11.375,12.125
288,2001-02-23,11.8125,11.0625,12.0625
289,2001-02-26,11.9375,11.5,12.25
290,2001-02-27,11.75,11.625,12.125
291,2001-02-28,10.1875,9.9375,11.75
292,2001-03-01,10.4375,9.59375,10.6875
293,2001-03-02,10.0,10.0,10.625
294,2001-03-05,12.625,11.5,13.0625
295,2001-03-06,11.875,11.25,14.0
296,2001-03-07,12.25,11.4375,12.5625
297,2001-03-08,11.6875,11.625,12.0
298,2001-03-09,12.25,11.375,12.5
299,2001-03-12,10.625,10.5,11.6875
300,2001-03-13,11.0,10.5,11.0625
301,2001-03-14,10.625,10.125,10.9375
302,2001-03-15,10.875,10.8125,11.4375
303,2001-03-16,11.0,10.25,11.0625
304,2001-03-19,10.5,10.125,11.3125
305,2001-03-20,10.25,10.125,11.5
306,2001-03-21,10.0,10.0,10.4375
307,2001-03-22,10.1875,9.5625,10.25
308,2001-03-23,10.1875,9.9375,10.8125
309,2001-03-26,10.94,10.62,11.29
310,2001-03-27,11.64,10.51,11.8
311,2001-03-28,10.8,10.75,11.16
312,2001-03-29,10.0,10.0,11.03
313,2001-03-30,10.23,9.91,10.841
314,2001-04-02,9.1,8.5,10.53
315,2001-04-03,8.63,8.5,9.15
316,2001-04-04,8.4,8.1,9.0
317,2001-04-05,9.12,8.72,9.3
318,2001-04-06,8.37,8.2,8.9
319,2001-04-09,11.18,10.7,11.9
320,2001-04-10,12.01,11.2,13.5
321,2001-04-11,13.32,12.18,13.65
322,2001-04-12,14.67,13.0,15.01
323,2001-04-16,14.03,13.65,14.54
324,2001-04-17,14.74,13.75,14.87
325,2001-04-18,16.54,15.55,18.16
326,2001-04-19,15.99,15.69,16.9
327,2001-04-20,15.78,14.97,16.2
328,2001-04-23,16.2,16.02,17.46
329,2001-04-24,15.68,15.48,16.8
330,2001-04-25,16.09,14.6,16.1
331,2001-04-26,15.43,15.0,16.5
332,2001-04-27,15.27,15.02,15.73
333,2001-04-30,15.78,15.59,16.9
334,2001-05-01,16.89,15.8,17.0
335,2001-05-02,17.11,16.844,17.43
336,2001-05-03,16.75,16.25,17.0
337,2001-05-04,17.56,15.93,17.6
338,2001-05-07,16.92,16.51,17.53
339,2001-05-08,16.18,15.6,16.49
340,2001-05-09,15.01,15.0,15.66
341,2001-05-10,14.62,14.6,15.64
342,2001-05-11,14.68,14.0,14.8
343,2001-05-14,13.33,13.16,14.53
344,2001-05-15,13.54,13.14,14.3
345,2001-05-16,14.13,13.1,14.38
346,2001-05-17,14.78,14.03,15.0
347,2001-05-18,14.72,14.499,15.0
348,2001-05-21,16.38,14.75,16.42
349,2001-05-22,16.25,15.9,17.0
350,2001-05-23,15.6,15.12,16.8
351,2001-05-24,16.75,15.25,16.75
352,2001-05-25,17.09,16.37,17.53
353,2001-05-29,17.22,16.7,17.54
354,2001-05-30,15.66,15.62,17.0
355,2001-05-31,16.69,15.75,17.2
356,2001-06-01,16.95,16.39,17.31
357,2001-06-04,16.91,16.15,17.4
358,2001-06-05,16.44,16.0,17.92
359,2001-06-06,15.99,15.48,16.72
360,2001-06-07,16.13,15.69,16.23
361,2001-06-08,15.7,15.65,16.33
362,2001-06-11,14.86,14.45,15.55
363,2001-06-12,14.64,14.32,14.79
364,2001-06-13,14.12,14.11,15.15
365,2001-06-14,13.29,13.16,14.12
366,2001-06-15,12.49,12.3,13.46
367,2001-06-18,11.83,11.67,12.7
368,2001-06-19,11.36,11.2,12.65
369,2001-06-20,12.53,11.2,12.7
370,2001-06-21,13.08,12.59,13.2
371,2001-06-22,12.4,12.38,13.275
372,2001-06-25,12.81,12.57,13.14
373,2001-06-26,13.25,12.04,13.74
374,2001-06-27,14.04,13.65,14.25
375,2001-06-28,14.36,13.77,14.59
376,2001-06-29,14.15,13.72,14.65
377,2001-07-02,14.53,13.85,14.71
378,2001-07-03,14.13,14.0,14.5
379,2001-07-05,15.27,14.2,15.45
380,2001-07-06,15.27,14.8,15.72
381,2001-07-09,15.81,15.11,15.9
382,2001-07-10,15.61,14.82,16.12
383,2001-07-11,15.34,14.95,15.8
384,2001-07-12,16.49,15.7,16.54
385,2001-07-13,16.98,16.1,17.0
386,2001-07-16,16.01,16.01,17.42
387,2001-07-17,16.35,15.83,16.49
388,2001-07-18,15.96,15.88,16.65
389,2001-07-19,16.49,16.14,16.8
390,2001-07-20,16.98,16.45,17.25
391,2001-07-23,16.03,15.96,17.13
392,2001-07-24,12.06,11.9,14.0
393,2001-07-25,11.51,11.07,12.31
394,2001-07-26,12.33,11.23,12.75
395,2001-07-27,12.25,11.7,12.43
396,2001-07-30,12.55,11.98,12.75
397,2001-07-31,12.49,12.23,12.86
398,2001-08-01,12.5,12.17,12.86
399,2001-08-02,12.19,12.1,12.6
400,2001-08-03,12.15,12.11,12.39
401,2001-08-06,11.9,11.85,12.2
402,2001-08-07,11.6,11.52,11.9
403,2001-08-08,11.11,11.03,11.55
404,2001-08-09,10.46,10.25,11.17
405,2001-08-10,9.95,9.94,10.65
406,2001-08-13,10.12,9.77,10.3
407,2001-08-14,10.53,10.27,11.04
408,2001-08-15,10.08,10.0,10.83
409,2001-08-16,9.81,9.4,10.15
410,2001-08-17,9.99,9.45,10.09
411,2001-08-20,10.4,9.95,10.41
412,2001-08-21,9.89,9.88,10.79
413,2001-08-22,10.2,9.588,10.23
414,2001-08-23,9.63,9.57,10.16
415,2001-08-24,10.23,9.72,10.3
416,2001-08-27,10.13,9.91,10.27
417,2001-08-28,9.97,9.56,10.15
418,2001-08-29,9.19,9.01,10.05
419,2001-08-30,8.69,8.55,9.49
420,2001-08-31,8.94,8.69,9.3
421,2001-09-04,8.59,8.52,9.19
422,2001-09-05,7.65,6.85,8.68
423,2001-09-06,8.15,7.67,8.19
424,2001-09-07,8.51,7.85,8.61
425,2001-09-10,8.63,8.06,8.65
426,2001-09-17,7.49,7.05,8.05
427,2001-09-18,7.29,7.25,7.75
428,2001-09-19,7.31,6.64,7.45
429,2001-09-20,7.48,7.05,7.64
430,2001-09-21,7.48,6.69,7.72
431,2001-09-24,7.46,7.34,7.83
432,2001-09-25,7.09,7.02,7.569
433,2001-09-26,6.35,6.0,7.23
434,2001-09-27,6.2,5.67,6.64
435,2001-09-28,5.97,5.83,6.47
436,2001-10-01,6.01,5.51,6.1
437,2001-10-02,6.08,5.95,6.17
438,2001-10-03,6.76,6.02,7.21
439,2001-10-04,7.04,6.68,7.87
440,2001-10-05,7.2,6.74,7.9
441,2001-10-08,7.12,6.91,7.3
442,2001-10-09,6.91,6.67,7.12
443,2001-10-10,7.26,6.8,7.31
444,2001-10-11,7.85,7.5,8.16
445,2001-10-12,8.07,7.47,8.15
446,2001-10-15,8.88,8.23,9.2
447,2001-10-16,9.56,9.11,9.75
448,2001-10-17,8.92,8.85,9.99
449,2001-10-18,8.47,8.38,9.23
450,2001-10-19,8.01,7.5,8.52
451,2001-10-22,8.77,8.04,8.83
452,2001-10-23,9.55,8.85,9.6
453,2001-10-24,7.64,7.4,8.15
454,2001-10-25,7.77,7.15,7.78
455,2001-10-26,7.56,7.51,8.011
456,2001-10-29,7.05,7.04,7.66
457,2001-10-30,6.42,6.32,7.03
458,2001-10-31,6.98,6.55,7.02
459,2001-11-01,6.95,6.6,7.1
460,2001-11-02,6.71,6.67,6.95
461,2001-11-05,6.99,6.96,7.2
462,2001-11-06,7.05,6.91,7.13
463,2001-11-07,7.43,7.0,7.68
464,2001-11-08,6.97,6.74,7.67
465,2001-11-09,7.12,6.97,7.22
466,2001-11-12,7.05,6.8,7.24
467,2001-11-13,7.29,7.2,7.53
468,2001-11-14,9.49,7.6,9.49
469,2001-11-15,9.05,8.75,9.9
470,2001-11-16,8.95,8.75,9.35
471,2001-11-19,9.19,9.0,9.5
472,2001-11-20,8.6,8.6,9.3
473,2001-11-21,8.8,8.04,8.97
474,2001-11-23,9.08,8.56,9.14
475,2001-11-26,12.21,9.8,12.22
476,2001-11-27,11.48,11.22,12.251
477,2001-11-28,11.59,11.18,12.4
478,2001-11-29,11.15,10.79,11.9
479,2001-11-30,11.32,10.8,11.55
480,2001-12-03,10.49,10.48,11.08
481,2001-12-04,11.93,10.71,12.05
482,2001-12-05,11.76,11.75,12.801
483,2001-12-06,12.1,11.85,12.4
484,2001-12-07,11.71,11.5,12.3
485,2001-12-10,11.65,11.44,12.15
486,2001-12-11,12.24,11.78,12.43
487,2001-12-12,11.91,11.63,12.5
488,2001-12-13,10.89,10.85,11.8
489,2001-12-14,11.0,10.07,11.2
490,2001-12-17,10.81,10.18,11.14
491,2001-12-18,10.86,10.62,11.36
492,2001-12-19,10.71,10.51,11.15
493,2001-12-20,10.15,10.14,10.831
494,2001-12-21,10.0,10.0,11.06
495,2001-12-24,9.83,9.51,10.22
496,2001-12-26,11.1,10.87,11.289
497,2001-12-27,10.6,10.57,11.49
498,2001-12-28,10.9,10.686,11.08
499,2001-12-31,10.82,10.74,11.19
500,2002-01-02,10.96,10.489,11.0
501,2002-01-03,11.9,11.05,11.94
502,2002-01-04,12.25,11.95,12.4
503,2002-01-07,12.34,12.08,12.515
504,2002-01-08,11.85,11.75,12.32
505,2002-01-09,11.53,11.3,12.17
506,2002-01-10,11.04,10.87,11.67
507,2002-01-11,11.03,10.93,11.34
508,2002-01-14,10.11,10.09,10.83
509,2002-01-15,10.29,10.16,10.42
510,2002-01-16,9.13,9.03,10.01
511,2002-01-17,9.74,9.4,9.85
512,2002-01-18,10.16,9.39,10.55
513,2002-01-22,12.6,12.149,12.801
514,2002-01-23,12.47,11.9,12.6
515,2002-01-24,14.01,12.71,14.06
516,2002-01-25,14.44,13.39,15.39
517,2002-01-28,15.5,14.76,15.77
518,2002-01-29,14.22,13.97,15.55
519,2002-01-30,13.9,13.2,14.25
520,2002-01-31,14.19,13.41,14.49
521,2002-02-01,13.73,13.35,14.09
522,2002-02-04,12.53,12.43,13.09
523,2002-02-05,11.5,11.16,12.29
524,2002-02-06,11.26,11.2,12.0
525,2002-02-07,11.24,11.06,11.85
526,2002-02-08,12.52,11.5,12.67
527,2002-02-11,13.3,12.54,13.5
528,2002-02-12,12.9,12.5,13.24
529,2002-02-13,13.29,13.06,13.33
530,2002-02-14,13.88,13.3,14.26
531,2002-02-15,13.41,13.27,14.04
532,2002-02-19,13.01,12.8,13.84
533,2002-02-20,12.96,12.15,13.4
534,2002-02-21,13.26,12.9,13.65
535,2002-02-22,13.07,12.7,13.23
536,2002-02-25,13.73,13.0,13.74
537,2002-02-26,14.4,13.45,14.49
538,2002-02-27,14.27,14.12,14.73
539,2002-02-28,14.1,13.93,14.75
540,2002-03-01,15.39,14.12,15.4
541,2002-03-04,16.48,15.4,16.49
542,2002-03-05,15.97,15.53,16.68
543,2002-03-06,16.33,14.82,16.59
544,2002-03-07,15.62,15.4,16.95
545,2002-03-08,16.35,15.93,16.96
546,2002-03-11,16.71,15.86,16.88
547,2002-03-12,16.31,16.04,16.59
548,2002-03-13,15.74,15.64,16.34
549,2002-03-14,14.48,14.28,15.5
550,2002-03-15,14.03,13.55,14.29
551,2002-03-18,15.01,14.14,15.28
552,2002-03-19,14.66,14.56,15.4
553,2002-03-20,14.5,14.3,15.13
554,2002-03-21,15.17,14.56,15.24
555,2002-03-22,15.53,15.1,15.603
556,2002-03-25,14.74,14.72,15.73
557,2002-03-26,14.83,14.55,15.45
558,2002-03-27,14.25,13.7,14.35
559,2002-03-28,14.3,14.25,14.65
560,2002-04-01,14.8,14.14,14.8
561,2002-04-02,14.25,14.19,15.09
562,2002-04-03,13.67,13.6,14.45
563,2002-04-04,13.54,13.23,13.8
564,2002-04-05,13.5,13.31,14.04
565,2002-04-08,13.95,12.96,13.96
566,2002-04-09,13.6,13.56,14.59
567,2002-04-10,13.48,13.05,14.0
568,2002-04-11,12.74,12.52,13.28
569,2002-04-12,13.31,12.85,13.61
570,2002-04-15,13.89,13.35,14.1
571,2002-04-16,14.01,13.72,14.29
572,2002-04-17,14.82,14.24,15.0
573,2002-04-18,14.26,13.95,14.86
574,2002-04-19,14.53,14.15,14.74
575,2002-04-22,14.31,14.15,14.85
576,2002-04-23,14.06,13.88,14.75
577,2002-04-24,16.79,15.05,16.85
578,2002-04-25,16.82,16.41,17.05
579,2002-04-26,16.91,16.32,16.95
580,2002-04-29,16.18,15.9,17.0
581,2002-04-30,16.69,15.93,16.76
582,2002-05-01,16.49,16.42,17.05
583,2002-05-02,16.32,16.25,16.65
584,2002-05-03,16.05,15.75,16.4
585,2002-05-06,16.12,15.75,16.49
586,2002-05-07,16.11,16.032,16.35
587,2002-05-08,17.32,16.5,17.46
588,2002-05-09,17.73,17.1,18.23
589,2002-05-10,16.94,16.8,17.96
590,2002-05-13,17.32,16.85,17.63
591,2002-05-14,18.81,18.02,19.45
592,2002-05-15,19.94,18.35,20.4
593,2002-05-16,19.61,19.29,19.95
594,2002-05-17,19.16,18.81,20.0
595,2002-05-20,19.39,18.77,19.48
596,2002-05-21,18.76,18.55,19.8
597,2002-05-22,18.75,18.22,19.13
598,2002-05-23,19.45,18.61,19.55
599,2002-05-24,19.47,19.06,19.69
600,2002-05-28,19.06,18.77,19.61
601,2002-05-29,18.91,18.8,19.1
602,2002-05-30,18.37,18.08,18.94
603,2002-05-31,18.23,18.2,18.89
604,2002-06-03,17.96,17.93,18.5
605,2002-06-04,17.97,17.47,18.14
606,2002-06-05,17.99,17.45,18.18
607,2002-06-06,18.17,17.76,18.41
608,2002-06-07,18.58,17.85,18.65
609,2002-06-10,17.3,17.02,18.12
610,2002-06-11,17.14,17.129,17.79
611,2002-06-12,17.08,16.26,17.15
612,2002-06-13,17.43,16.74,17.5
613,2002-06-14,16.82,16.26,17.4
614,2002-06-17,18.41,16.86,18.48
615,2002-06-18,18.78,18.09,19.16
616,2002-06-19,18.3,18.27,19.1
617,2002-06-20,17.55,17.34,18.38
618,2002-06-21,17.53,17.34,17.79
619,2002-06-24,17.51,16.94,17.78
620,2002-06-25,15.34,15.04,16.95
621,2002-06-26,15.85,14.68,15.93
622,2002-06-27,15.86,15.3,16.47
623,2002-06-28,16.25,15.4,16.36
624,2002-07-01,13.55,13.52,16.17
625,2002-07-02,13.32,13.0,14.16
626,2002-07-03,14.25,12.89,14.46
627,2002-07-05,15.21,14.37,15.23
628,2002-07-08,14.94,14.68,15.85
629,2002-07-09,15.6,14.988,16.03
630,2002-07-10,14.96,14.65,15.94
631,2002-07-11,15.55,14.0,15.84
632,2002-07-12,15.43,15.25,16.19
633,2002-07-15,15.94,15.0,15.98
634,2002-07-16,16.29,15.66,17.077
635,2002-07-17,16.16,15.32,17.16
636,2002-07-18,15.55,15.53,16.59
637,2002-07-19,15.29,15.07,15.717
638,2002-07-22,15.5,15.0,15.65
639,2002-07-23,14.55,14.4,15.88
640,2002-07-24,14.1,12.26,14.16
641,2002-07-25,12.49,12.4,14.01
642,2002-07-26,12.93,12.5,13.11
643,2002-07-29,14.33,13.23,14.46
644,2002-07-30,14.77,14.08,14.9
645,2002-07-31,14.459,14.14,14.66
646,2002-08-01,14.16,13.99,14.5
647,2002-08-02,13.84,13.45,14.14
648,2002-08-05,12.87,12.78,13.79
649,2002-08-06,13.74,13.14,13.9
