,RSI,TSI,LBB,UBB
0,,,,
1,,-100.0,,
2,,-100.0,,
3,,-100.0,,
4,,-98.82159658871709,,
5,,-97.87220435949612,,
6,,-97.10371601589316,,
7,,-96.48507840339097,,
8,,-95.22851629881593,,
9,,-94.19318309505078,,
10,,-93.32221334791184,,
11,,-91.6710180303834,,
12,,-90.30056571096384,,
13,19.944979367262718,-89.18517615208665,,
14,32.00934579439253,-85.29691013450037,,
15,36.48468708388815,-82.07449720581992,,
16,43.70015948963318,-79.541407058843,,
17,51.851851851851855,-76.62282393446674,,
18,39.73941368078176,-74.45751793761345,,
19,44.34250764525994,-71.55899007189149,61.4215376475464,81.3069247049072
20,50.8320726172466,-68.0435483315327,62.62238672613601,75.61460154772799
21,57.320872274143305,-64.3442928017085,63.71058586906544,71.56320326186912
22,67.38095238095238,-55.75503395886315,62.30933222836143,76.53133554327714
23,62.67995570321152,-49.575902254287676,62.32520655231635,78.4495868953673
24,59.081419624217126,-45.12110719578211,62.36538223696412,79.18486052607174
25,62.48803827751196,-38.937972739172224,62.11673456579963,81.77278086840074
26,61.72022684310019,-34.49280491215562,62.321303025251254,83.38864394949749
27,60.46296296296296,-31.5867691595731,62.93217984118055,84.06064031763889
28,55.099894847528915,-29.26066637978223,63.38129209497262,84.69991581005475
29,54.30051813471502,-27.65873274441612,63.99697853107578,84.99666793784843
30,57.96460176991151,-26.449461312417,64.64872270211706,85.14630459576588
31,53.2608695652174,-26.011258790341447,64.92741880569903,85.17016238860192
32,56.77867902665122,-25.960993144970466,65.30457127048344,85.05335745903312
33,50.16949152542374,-26.724212151073516,65.62526318741352,84.81509862517295
34,46.38694638694639,-27.58376142045535,65.03189558277384,85.0174588344523
35,50.85470085470085,-25.96133847250204,65.10892878534652,85.04151742930695
36,32.786885245901644,-25.039884799993168,65.4417654932426,84.91959401351481
37,38.437978560490045,-24.04567742389608,65.6217067268173,84.88783654636543
38,38.615384615384606,-23.94631243264551,66.11179752896041,84.5170299420792
39,30.0,-22.756158528510127,66.53959897272063,84.30830205455877
40,29.895104895104893,-22.455635985676132,66.38193323396803,84.38925853206395
41,30.535714285714292,-22.969066487514016,65.67468474639254,84.77250550721492
42,30.481283422459896,-23.405531863198036,64.9302611916449,83.00822761671019
43,34.89208633093524,-23.217924258914504,64.28383423410062,82.10733153179872
44,35.08137432188066,-23.16834999025046,63.639202423970694,81.67159515205863
45,38.81188118811881,-23.0754545355534,63.43257909228149,79.159841815437
46,49.73262032085562,-20.834155064757688,63.62114926415422,77.06707647169158
47,53.2442748091603,-19.509735308151278,63.57555165688864,75.76139668622272
48,52.64150943396226,-18.85801620888182,63.540553468409726,74.20014306318055
49,40.94117647058824,-18.177921713145075,63.53929793403915,72.88077913192171
50,41.13475177304964,-18.18514610356453,63.47131955109082,71.50736089781837
51,44.91150442477876,-17.05124317088843,63.47040061995057,70.84357376009885
52,48.218527315914486,-16.57986623049537,63.36012396429284,70.43600207141432
53,40.15748031496063,-16.39836653813262,63.316536272470195,70.4388024550596
54,61.206896551724135,-12.36126605270316,63.38439923144035,71.62495153711929
55,64.84018264840182,-9.753498197239352,63.37578386705007,71.67968226589986
56,58.55670103092783,-8.787541081929717,63.366053659070765,71.58664268185848
57,62.91512915129151,-5.806264882419094,63.238840966477795,72.3754430670444
58,64.20664206642067,-3.2672954059242323,63.25019022993138,73.45899454013725
59,58.84353741496599,-2.4392150998359794,63.25868386323961,73.62950727352079
60,46.38447971781305,-3.3304309143072994,63.28121837059022,73.64068825881957
61,49.44444444444445,-3.9315145169192016,63.619097585267106,73.5555548294658
62,52.58126195028681,-4.2004898465392,64.01239242362568,73.44396515274865
63,47.12041884816754,-5.80467954671827,63.97238900169697,73.46772199660609
64,50.27322404371585,-6.93554749916194,64.0193142527038,73.43949649459242
65,43.94785847299814,-8.568398849806028,63.847421520606105,73.56765695878781
66,49.177330895795244,-8.913036036690123,63.586688807013715,73.40474738597257
67,54.57627118644068,-7.585068651930301,63.617282620818266,73.44668475836346
68,36.31178707224335,-8.248764754443865,63.44345501800285,73.5037149639943
69,38.276553106212425,-8.778921492888118,63.25274274730114,73.54763950539773
70,33.92539964476022,-12.034897212961459,62.220062424174806,74.50675015165038
71,17.99027552674231,-17.652270641703772,59.61064479792359,76.98808540415283
72,16.56050955414014,-22.24339772548665,57.38194544021832,78.75485911956335
73,18.353344768439115,-25.68297820159449,55.5263563885215,79.897287222957
74,36.01236476043276,-24.292711059620782,54.704591775100745,78.92519144979852
75,34.3328335832084,-23.692586649073014,53.810175976958085,78.12652304608382
76,32.69230769230769,-23.55045937443214,52.89660157714925,77.65679684570149
77,33.38368580060424,-24.2161566553901,51.85144888347979,76.31585223304043
78,36.81948424068768,-23.449207819544636,51.269173539721045,74.3772779205579
79,39.88355167394469,-22.318894924657666,50.817157768818895,72.78755946236221
80,36.295180722891565,-21.604275937902827,50.31921415562855,71.77719668874289
81,34.72222222222223,-19.878697664446072,50.06456937679059,70.58961124641883
82,45.81430745814307,-16.172589062307708,50.087938783617744,69.48349743276451
83,41.92200557103064,-14.54752383214708,49.93010207910207,68.68354584179585
84,47.17868338557993,-13.96136352666132,49.700656858280475,67.67056128343904
85,60.88631984585742,-13.057030406816692,49.54254080530703,66.91804338938596
86,66.72661870503597,-10.739734453206383,49.58773871330505,65.9651475733899
87,62.083517446953,-9.808949879943329,49.85906104959535,63.69047240080931
88,52.23166919674191,-8.954021666230952,49.97617893309953,62.38748663380095
89,49.79736568911552,-9.387206023291391,50.09331086298652,60.643847774026966
90,53.98803716467786,-9.010392761473026,50.0646883762826,60.476092747434826
91,56.58307430155044,-9.146000036309445,50.605973784047585,60.25602193190486
92,56.124606082232255,-8.15243085619413,51.48052470189225,59.8850450962155
93,58.820617267192794,-5.9176499377881235,52.44707110415829,59.75195229168344
94,62.36917598300316,-3.204071580849188,52.39192806268918,60.77161337462165
95,50.25929134224134,-3.459606143738233,52.51917238824223,60.80774972351554
96,39.2955137919162,-4.825818979865507,52.544983420319355,60.793627659361306
97,43.16582694780364,-6.217200615835532,52.83201192922871,60.528945641542585
98,39.15223019937435,-9.43305199189853,51.94356041988798,61.44334866022404
99,40.77195833808932,-11.04966471855438,51.38720127916418,61.815441941671665
100,31.345286126001398,-13.490474151313494,50.45148818165002,62.580618136699975
101,35.737695286211945,-14.922741470281833,49.645846743161734,62.888776013676555
102,44.13680781758958,-13.464260780609433,49.43503170353167,62.08228109293668
103,43.569131832797424,-13.593626016751267,48.925461009225764,61.9295474815485
104,44.019138755980855,-12.798666772783019,48.68077931077887,61.82828587844227
105,54.50819672131147,-8.636476786209565,48.71016561416175,62.19138827167651
106,48.33110814419226,-6.7344262349236335,48.67218939891974,61.66734070216053
107,41.09947643979057,-6.734200465600081,48.42754997774267,61.338650044514665
108,40.2390438247012,-6.217333866776497,48.28293707317073,60.96225085365854
109,45.78313253012048,-5.786476617507411,48.21321634848939,60.88606730302122
110,49.44,-5.311341265641107,48.11789510668862,60.67358478662276
111,45.91381872213967,-6.329863319671966,47.78095511686955,60.5505897662609
112,53.08848080133555,-6.9115942101924315,47.48677450474538,60.079575990509255
113,47.213114754098356,-8.347254604848608,47.08018636907072,58.999002261858564
114,51.15452930728242,-9.56589582192546,46.973308039975386,57.00963392004923
115,49.27536231884058,-10.694249928766752,46.59472846552604,56.36054306894792
116,39.24843423799582,-11.904561515377978,46.14754928701853,56.158026425962944
117,45.995423340961096,-12.51333735053493,45.829298185438496,55.932028629123
118,41.911764705882355,-13.05426542870854,45.77074719476186,55.95538061047627
119,13.714285714285708,-15.189654958343871,45.08314945345879,56.34620109308241
120,11.267605633802816,-20.14598349770666,43.262631539510075,58.243486920979855
121,13.461538461538453,-24.00206131345774,41.69942740432863,59.48552019134273
122,18.181818181818187,-25.561127590780885,40.52836328045804,59.540148439083936
123,22.41379310344827,-25.98154071416548,39.70912132181712,59.613007356365756
124,20.823244552058114,-26.586870792380985,38.81570050878799,59.440473982424
125,23.497267759562845,-27.371168207285702,38.066025205361264,57.70544958927746
126,23.913043478260875,-27.57812550058627,37.41650194214818,56.37949611570363
127,26.268656716417908,-27.935207818396457,36.73041468070588,55.64229563858824
128,25.882352941176478,-28.40020752729992,36.11582015842563,54.50898468314876
129,26.48809523809524,-28.748895757363574,35.625804848948874,53.12651530210225
130,26.023391812865498,-29.47271325696652,35.18510275481312,51.43916949037374
131,21.111111111111114,-30.876597411321267,34.50356876980789,50.50536246038421
132,27.43589743589743,-30.536571413580333,34.16858661446491,49.084701771070186
133,32.82208588957056,-30.27999579948878,33.82776565434066,48.05071869131869
134,71.83544303797468,-24.162577494045365,33.89526863005571,47.34383773988858
135,67.06231454005935,-20.03633943933195,33.96627505462888,46.470574890742235
136,63.72549019607843,-16.334049412493766,34.04270549506554,45.78333900986891
137,58.05369127516779,-13.820925390785337,34.20381498891794,44.67362002216412
138,58.64406779661017,-12.08852370852711,34.445257712109886,43.32823457578023
139,63.05084745762712,-10.105672438256901,34.467219698144376,43.15306060371123
140,54.34782608695652,-9.84307930169525,34.81675342921551,43.18524314156899
141,52.71084337349397,-10.279014174371321,35.13786800875435,43.0961389824913
142,50.0,-11.53680617324598,35.10301808460898,43.100213830782025
143,41.0377358490566,-15.17958256338075,34.419526252273464,43.492197495453084
144,40.55944055944056,-18.752051553326236,33.63449072889847,43.99351854220306
145,43.99999999999999,-21.480307895800834,32.991002005475636,44.35237098904874
146,39.62264150943396,-23.583206271336163,32.383190151559496,44.555494696881
147,41.16094986807387,-24.845046466719918,31.90835481687232,44.65204036625536
148,17.407407407407405,-25.306518341157787,31.554287043423194,44.67580091315361
149,23.86363636363636,-24.824639393424974,31.3070139250193,44.626597149961405
150,26.909090909090907,-23.275871903237118,31.225615003405206,44.601894993189596
151,26.909090909090907,-22.481473799220947,31.21038215521225,44.60423568957549
152,24.749163879598655,-22.99342526932151,30.874377471808046,44.64812005638392
153,20.819112627986343,-23.660685032657316,30.510556303432047,44.6913873931359
154,36.807817589576544,-21.21982044481664,30.382117908050528,43.626389183898944
155,42.857142857142854,-18.208365561327632,30.327457265747952,42.798210468504095
156,53.68098159509202,-13.484379355313546,30.407945327241634,42.00910934551673
157,71.64179104477611,-8.887335658436314,30.46871076029432,41.55007847941136
158,76.19047619047619,-5.48580567436654,30.520790976489415,41.13654304702118
159,77.09923664122138,-2.152372656516568,30.61143539869883,40.63650420260234
160,70.4225352112676,-0.5750944705998031,30.632735095738887,40.406404808522225
161,65.63573883161513,-0.06439856936463374,30.635172089919834,40.232780820160336
162,68.45425867507886,2.117068459156146,30.61657951189511,40.68246597620977
163,67.74193548387098,4.284056973930806,30.86885263249592,41.37791973500817
164,66.44295302013423,6.455581265044639,31.314084098533343,41.97808180293331
165,66.66666666666666,7.535673819024648,31.827107016577813,42.30203596684437
166,75.73529411764706,8.794187852576584,32.38396565279138,42.59456869441724
167,81.44654088050314,12.25273757548564,32.84619362271756,43.48886275456488
168,71.62629757785467,13.680999523461745,33.36758487900472,43.946080241990565
169,69.62962962962963,14.821496811627533,33.833573300669364,44.36410339866127
170,72.10884353741497,18.588484395469802,34.06993497656163,45.67263004687673
171,70.71428571428572,21.640595654675334,34.52016609829378,46.71279280341244
172,63.46153846153846,21.730722489818856,35.44177131599381,46.763332368012385
173,60.19417475728155,21.25776781643812,36.59959011055451,46.32269477889099
174,63.26530612244898,20.337510837750994,37.333730022771604,46.15753995445679
175,67.49116607773851,19.797024662179616,37.97080823113408,46.05525853773183
176,61.6,19.108297112149724,38.29061086864802,46.146903262703965
