PERMNO,date,BIDLO,ASKHI,PRC,vwretd
84788,2005-03-09,34.90000,35.93000,35.39900,-0.009488
84788,2005-03-10,34.57000,35.71000,34.91000,-0.000288
84788,2005-03-11,34.05000,34.87000,34.75000,-0.005027
84788,2005-03-14,34.00000,34.75000,34.60000,0.005694
84788,2005-03-15,33.90000,34.85000,34.18000,-0.006290
84788,2005-03-16,33.60000,34.44000,33.87000,-0.007743
84788,2005-03-17,33.58000,34.44000,33.97000,0.002437
84788,2005-03-18,33.65000,34.28000,34.16000,-0.001550
84788,2005-03-21,33.54000,34.63000,33.67000,-0.004379
84788,2005-03-22,33.07000,33.94000,33.15000,-0.008714
84788,2005-03-23,32.82000,33.84000,33.18000,-0.002604
84788,2005-03-24,32.87000,33.88000,32.88000,0.000349
84788,2005-03-28,33.02000,33.65000,33.39000,0.000872
84788,2005-03-29,33.23000,34.15000,33.43000,-0.008085
84788,2005-03-30,33.51000,34.52000,34.32000,0.013133
84788,2005-03-31,34.00000,34.55000,34.27000,0.001237
84788,2005-04-01,33.78000,34.71000,34.01000,-0.005488
84788,2005-04-04,33.81000,35.18000,35.00000,0.002121
84788,2005-04-05,34.99000,35.34000,35.28000,0.003686
84788,2005-04-06,34.62000,35.20000,34.82000,0.002551
84788,2005-04-07,34.50000,34.92000,34.90000,0.005288
84788,2005-04-08,34.57000,34.93000,34.60000,-0.008448
84788,2005-04-11,34.36000,35.00000,34.60000,-0.000777
84788,2005-04-12,33.66000,34.64000,34.63000,0.005017
84788,2005-04-13,34.15000,34.71000,34.30000,-0.011829
84788,2005-04-14,33.88000,34.50000,33.97000,-0.011059
84788,2005-04-15,33.02000,34.00000,33.02000,-0.015775
84788,2005-04-18,32.84000,33.58000,33.00000,0.003002
84788,2005-04-19,32.01000,33.37000,32.78000,0.008087
84788,2005-04-20,32.90000,33.76000,33.25000,-0.012649
84788,2005-04-21,32.89000,33.89000,33.73000,0.017855
84788,2005-04-22,32.91000,33.63000,33.04000,-0.007110
84788,2005-04-25,33.05000,33.59000,33.53000,0.008939
84788,2005-04-26,32.58000,33.98000,32.71000,-0.008553
84788,2005-04-27,30.60000,31.74000,31.72000,0.001882
84788,2005-04-28,31.63000,32.92000,32.52000,-0.011559
84788,2005-04-29,31.52000,32.89000,32.36000,0.010097
84788,2005-05-02,32.10000,33.28000,33.10000,0.005299
84788,2005-05-03,32.89000,33.56000,33.21000,-0.000979
84788,2005-05-04,33.27000,34.12000,33.96000,0.013061
84788,2005-05-05,33.59000,34.18000,33.96000,-0.001302
84788,2005-05-06,34.14000,34.69000,34.52000,-0.000078
84788,2005-05-09,34.25000,34.80000,34.64000,0.006436
84788,2005-05-10,34.02000,34.47000,34.23000,-0.009783
84788,2005-05-11,33.65000,34.51000,33.82000,0.003261
84788,2005-05-12,33.55000,34.12000,33.85000,-0.010554
84788,2005-05-13,33.80000,34.35000,33.90000,-0.005123
84788,2005-05-16,33.92000,34.77000,34.54000,0.009719
84788,2005-05-17,34.09000,34.82000,34.73000,0.006678
84788,2005-05-18,34.73000,35.97000,35.33000,0.011394
84788,2005-05-19,35.33000,35.91000,35.59000,0.004915
84788,2005-05-20,34.96000,35.60000,35.50000,-0.001387
84788,2005-05-23,35.39000,36.02000,35.68000,0.004614
84788,2005-05-24,35.13000,35.57000,35.54000,0.000438
84788,2005-05-25,35.19000,35.45000,35.25000,-0.004287
84788,2005-05-26,35.17000,35.68000,35.45000,0.006905
84788,2005-05-27,35.15000,35.55000,35.50000,0.002757
84788,2005-05-31,35.29000,36.04000,35.51000,-0.004247
84788,2005-06-01,35.44000,36.99000,36.64000,0.008958
84788,2005-06-02,36.21000,36.91100,36.41000,0.002239
84788,2005-06-03,35.32000,36.50000,35.59000,-0.005830
84788,2005-06-06,35.48000,36.02000,35.77000,0.001710
84788,2005-06-07,35.29000,36.20000,35.35000,0.000036
84788,2005-06-08,34.80000,35.48000,34.83000,-0.002303
84788,2005-06-09,34.40000,35.28000,35.20000,0.005718
84788,2005-06-10,34.47000,35.29000,34.95000,-0.001464
84788,2005-06-13,34.65000,35.41000,34.87000,0.002673
84788,2005-06-14,34.79000,35.17000,35.04000,0.003109
84788,2005-06-15,34.52000,35.41000,35.24000,0.002891
84788,2005-06-16,35.16000,35.81000,35.58000,0.005130
84788,2005-06-17,35.16000,36.07000,35.31000,0.003989
84788,2005-06-20,35.04000,35.97000,35.69000,-0.000817
84788,2005-06-21,35.28000,35.81000,35.38000,-0.001898
84788,2005-06-22,35.14000,35.85000,35.22000,0.001043
84788,2005-06-23,35.10000,35.56000,35.43000,-0.009884
84788,2005-06-24,34.88010,35.44000,35.02000,-0.006615
84788,2005-06-27,34.17000,35.05000,34.50000,-0.000434
84788,2005-06-28,33.59000,34.63000,33.71000,0.009693
84788,2005-06-29,33.27000,34.07000,33.35000,-0.000377
84788,2005-06-30,32.93000,33.56000,33.09000,-0.005901
84788,2005-07-01,32.79000,33.27000,32.91000,0.003720
84788,2005-07-05,33.45000,34.48000,34.08000,0.008493
84788,2005-07-06,33.86000,34.40000,34.06000,-0.006066
84788,2005-07-07,33.80000,34.51000,33.96000,0.002715
84788,2005-07-08,33.85000,34.75000,34.74000,0.011958
84788,2005-07-11,34.60000,35.68000,35.59000,0.007191
84788,2005-07-12,35.46000,36.54000,36.31000,0.002649
84788,2005-07-13,36.19000,36.55000,36.51000,-0.000214
84788,2005-07-14,36.88000,37.42000,37.19000,0.000447
84788,2005-07-15,36.75000,37.50000,37.15000,0.001000
84788,2005-07-18,36.76000,37.19000,37.19000,-0.004750
84788,2005-07-19,36.69000,38.17000,38.17000,0.008029
84788,2005-07-20,37.30000,38.25000,38.17000,0.005585
84788,2005-07-21,37.76000,39.75000,37.95000,-0.006793
84788,2005-07-22,37.24000,38.23000,37.95000,0.005734
84788,2005-07-25,37.85000,39.04000,37.95000,-0.004223
84788,2005-07-26,37.72000,38.75000,37.74000,0.001937
84788,2005-07-27,41.84000,43.74000,43.65000,0.004465
84788,2005-07-28,43.37000,45.81000,45.68000,0.007127
84788,2005-07-29,44.61000,45.75000,45.15000,-0.006238
84788,2005-08-01,44.35000,45.19000,44.93000,0.002078
84788,2005-08-02,44.88000,46.97000,46.51000,0.007238
84788,2005-08-03,45.84000,46.18000,46.11000,-0.000180
84788,2005-08-04,45.42000,45.77000,45.46000,-0.007447
84788,2005-08-05,45.17000,45.71000,45.27000,-0.008487
84788,2005-08-08,45.26000,45.90000,45.66000,-0.003114
84788,2005-08-09,45.75000,46.43900,45.93000,0.005458
84788,2005-08-10,44.59000,45.57000,44.76000,-0.000374
84788,2005-08-11,44.50000,45.21100,45.21000,0.007422
84788,2005-08-12,44.05000,45.72000,44.20000,-0.005027
84788,2005-08-15,43.88000,45.35000,45.04000,0.002584
84788,2005-08-16,44.20000,44.94000,44.27000,-0.011451
84788,2005-08-17,44.12000,44.43000,44.12000,-0.000621
84788,2005-08-18,43.51000,43.90000,43.73000,-0.002088
84788,2005-08-19,43.33010,43.77000,43.72000,0.001963
84788,2005-08-22,42.94000,44.27000,43.77000,0.002572
84788,2005-08-23,43.22000,43.97000,43.42000,-0.002846
84788,2005-08-24,42.27000,43.32000,42.37000,-0.004397
84788,2005-08-25,42.08000,42.80000,42.31000,0.002226
84788,2005-08-26,42.26000,42.63000,42.37000,-0.006717
84788,2005-08-29,41.91000,43.00000,42.79000,0.006143
84788,2005-08-30,41.96000,42.71000,42.49000,-0.002326
84788,2005-08-31,42.04000,42.81000,42.70000,0.011704
84788,2005-09-01,41.75000,42.97000,41.84000,0.002395
84788,2005-09-02,41.04000,42.05000,41.51000,-0.003601
84788,2005-09-06,41.51000,43.65000,43.62000,0.011804
84788,2005-09-07,43.45000,44.30000,43.73000,0.002850
84788,2005-09-08,42.83000,43.49000,42.96000,-0.003348
84788,2005-09-09,42.81000,43.20000,42.95000,0.007809
84788,2005-09-12,42.69000,44.96000,44.50000,-0.000641
84788,2005-09-13,43.44000,44.38000,43.93000,-0.007076
84788,2005-09-14,42.82000,44.73000,43.10000,-0.003386
84788,2005-09-15,42.65000,43.59000,42.71000,-0.000044
84788,2005-09-16,42.12000,42.92000,42.80000,0.007278
84788,2005-09-19,42.17000,43.43000,42.75000,-0.004308
84788,2005-09-20,41.77000,43.01000,41.87000,-0.007402
84788,2005-09-21,41.25000,42.64000,41.25000,-0.009359
84788,2005-09-22,40.50000,42.27000,42.08000,0.002136
84788,2005-09-23,41.55000,42.62000,42.19000,0.001564
84788,2005-09-26,42.40000,43.42000,43.34000,0.002419
84788,2005-09-27,42.82000,43.73000,43.16000,-0.000294
84788,2005-09-28,42.99000,43.74000,43.37000,0.001010
84788,2005-09-29,43.13000,44.80000,44.79000,0.008593
84788,2005-09-30,44.60000,45.84000,45.30000,0.002438
84788,2005-10-03,45.16000,46.59000,46.01000,0.000359
84788,2005-10-04,44.50000,46.12000,44.93000,-0.009659
84788,2005-10-05,43.89000,45.29000,44.49000,-0.016797
84788,2005-10-06,43.33000,44.81000,44.01000,-0.006278
84788,2005-10-07,43.38000,44.61000,43.72000,0.004763
84788,2005-10-10,43.58000,44.38000,43.76000,-0.007354
84788,2005-10-11,43.23000,44.32000,43.40000,-0.002660
84788,2005-10-12,42.44000,43.68000,42.55000,-0.008149
84788,2005-10-13,41.90000,42.98000,42.62000,-0.002073
84788,2005-10-14,42.34000,43.87000,43.79000,0.009479
84788,2005-10-17,43.62000,45.02000,45.02000,0.003384
84788,2005-10-18,44.30000,45.05000,44.65000,-0.010903
84788,2005-10-19,44.28000,45.86000,45.86000,0.014065
84788,2005-10-20,44.68000,46.07000,45.01000,-0.014752
84788,2005-10-21,45.15000,46.05000,45.95000,0.003546
84788,2005-10-24,45.86000,46.96000,46.93000,0.016991
84788,2005-10-25,46.04000,47.00000,46.17000,-0.002063
84788,2005-10-26,39.48000,41.10000,39.75000,-0.004559
84788,2005-10-27,38.86000,39.90000,39.06000,-0.012109
84788,2005-10-28,38.72000,39.65000,38.95000,0.015056
84788,2005-10-31,39.12000,40.39000,39.86000,0.009498
84788,2005-11-01,39.65000,40.74000,40.37000,-0.002208
84788,2005-11-02,39.80000,41.23000,40.75000,0.012030
84788,2005-11-03,40.85000,42.00010,41.56000,0.004217
84788,2005-11-04,40.91000,41.80000,41.09000,-0.000369
84788,2005-11-07,40.55000,41.47000,41.39000,0.002347
84788,2005-11-08,41.03000,42.11000,41.95000,-0.003363
84788,2005-11-09,41.28000,42.00000,41.40000,0.001959
84788,2005-11-10,40.86000,42.45000,42.18000,0.006975
84788,2005-11-11,42.25000,43.04000,42.68000,0.003481
84788,2005-11-14,42.34000,43.00000,42.53000,-0.000808
84788,2005-11-15,44.43000,45.65000,44.45000,-0.004674
84788,2005-11-16,44.24000,45.40000,45.30000,0.001544
84788,2005-11-17,45.36000,46.76000,46.74000,0.010690
84788,2005-11-18,46.66000,48.00000,47.98000,0.004056
84788,2005-11-21,47.28000,48.31000,47.99000,0.006446
84788,2005-11-22,47.34000,49.01000,48.85000,0.005483
84788,2005-11-23,48.09000,48.96000,48.24000,0.003323
84788,2005-11-25,47.62000,48.48000,48.06000,0.002472
84788,2005-11-28,47.62000,49.12000,48.35000,-0.009953
84788,2005-11-29,48.12000,49.43000,48.55000,0.000318
84788,2005-11-30,47.55000,48.68000,48.46000,-0.004119
84788,2005-12-01,48.63000,49.40000,49.00000,0.013266
84788,2005-12-02,48.40000,49.53000,49.06000,0.001039
84788,2005-12-05,48.75000,49.35000,48.83000,-0.002597
84788,2005-12-06,49.06000,49.90000,49.26000,0.001563
84788,2005-12-07,48.29000,49.47000,48.83000,-0.004391
84788,2005-12-08,47.86000,49.10000,48.35000,0.000351
84788,2005-12-09,48.25000,49.04000,48.74000,0.002604
84788,2005-12-12,48.64000,49.30000,49.07000,0.001395
84788,2005-12-13,48.48000,49.67000,49.50000,0.004149
84788,2005-12-14,48.79000,49.60000,49.41000,0.003031
84788,2005-12-15,49.05000,49.95000,49.48000,-0.002831
84788,2005-12-16,49.21000,49.92000,49.21000,-0.002413
84788,2005-12-19,48.32000,50.00100,48.37000,-0.007145
84788,2005-12-20,47.68000,48.60000,48.14000,0.000023
84788,2005-12-21,47.78000,49.06000,48.97000,0.003791
84788,2005-12-22,48.36000,49.28000,49.22000,0.004622
84788,2005-12-23,48.72000,49.39000,49.22000,0.000984
84788,2005-12-27,48.36000,49.10000,48.56000,-0.009809
84788,2005-12-28,47.90000,48.55000,48.06000,0.002854
84788,2005-12-29,47.97000,48.46000,47.99000,-0.002344
84788,2005-12-30,47.14000,48.19990,47.15000,-0.004415
84788,2006-01-03,46.25000,47.85000,47.58000,0.016406
84788,2006-01-04,46.69000,47.73000,47.25000,0.005523
84788,2006-01-05,47.11000,48.20000,47.65000,-0.000334
84788,2006-01-06,47.32000,48.58000,47.87000,0.009805
84788,2006-01-09,46.40000,47.10000,47.08000,0.004312
84788,2006-01-10,45.36000,46.75000,45.65100,0.000989
84788,2006-01-11,44.26000,45.70000,44.93000,0.003204
84788,2006-01-12,44.09000,45.09000,44.36000,-0.006278
84788,2006-01-13,44.00000,44.85000,44.40000,0.001439
84788,2006-01-17,43.66000,44.32000,44.00000,-0.003421
84788,2006-01-18,43.10000,44.59000,44.32000,-0.004248
84788,2006-01-19,44.30000,45.23920,44.45000,0.007658
84788,2006-01-20,43.20000,44.36000,43.92000,-0.015943
84788,2006-01-23,43.50000,44.75000,43.73000,0.003150
84788,2006-01-24,43.42000,44.43000,44.02000,0.004175
84788,2006-01-25,43.34000,44.47000,43.60000,-0.002227
84788,2006-01-26,43.79000,44.78000,44.68000,0.008213
84788,2006-01-27,44.53000,45.22000,45.22000,0.007056
84788,2006-01-30,44.73990,45.97000,44.96000,0.001837
84788,2006-01-31,44.25000,45.21000,44.82000,-0.001529
84788,2006-02-01,43.50000,44.69000,43.98000,0.001468
84788,2006-02-02,42.74000,44.04000,42.74000,-0.008453
84788,2006-02-03,37.37000,38.50000,38.33000,-0.004871
84788,2006-02-06,37.77000,38.34000,37.95000,0.002139
84788,2006-02-07,37.20000,38.20000,37.52000,-0.010210
84788,2006-02-08,37.11000,38.39000,38.17000,0.006765
84788,2006-02-09,37.93000,39.00000,37.99000,-0.001717
84788,2006-02-10,37.37000,38.52000,38.52000,0.000948
84788,2006-02-13,37.53000,38.42000,37.86000,-0.004783
84788,2006-02-14,37.38000,38.49000,38.25000,0.009486
84788,2006-02-15,38.10000,39.28000,39.26000,0.003464
84788,2006-02-16,38.83000,40.00000,39.15000,0.007797
84788,2006-02-17,38.91000,39.38000,39.19000,-0.000569
84788,2006-02-21,38.26000,39.11000,38.29000,-0.002572
84788,2006-02-22,37.71000,39.10000,38.72000,0.006635
84788,2006-02-23,37.87000,38.75000,37.90000,-0.002801
84788,2006-02-24,37.86000,38.41000,38.35000,0.002340
84788,2006-02-27,37.93000,38.78000,38.01000,0.003461
84788,2006-02-28,37.05000,38.09000,37.44000,-0.009851
84788,2006-03-01,36.85000,37.69000,37.12000,0.009403
84788,2006-03-02,35.37000,37.00000,36.88000,-0.000446
84788,2006-03-03,36.67000,37.83000,37.21000,-0.001259
84788,2006-03-06,36.77000,37.58000,36.86000,-0.007394
84788,2006-03-07,36.70000,37.42000,36.93000,-0.005324
84788,2006-03-08,36.61000,37.47000,36.81000,0.000706
84788,2006-03-09,35.90000,36.96000,36.12000,-0.004217
84788,2006-03-10,35.74000,36.50000,36.22000,0.007387
84788,2006-03-13,35.97000,36.63000,36.19000,0.002782
84788,2006-03-14,36.01000,37.00000,36.91000,0.010217
84788,2006-03-15,36.43000,37.00000,36.89000,0.005301
84788,2006-03-16,36.74000,37.39000,36.77000,0.001687
84788,2006-03-17,35.85000,36.98000,35.99000,0.001372
84788,2006-03-20,35.80000,37.27000,36.23000,-0.001418
84788,2006-03-21,35.66000,36.73000,35.92000,-0.006708
84788,2006-03-22,35.79000,36.54000,36.00000,0.005976
84788,2006-03-23,35.48000,36.34000,35.68000,-0.001281
84788,2006-03-24,35.31000,36.12000,35.47000,0.002589
84788,2006-03-27,35.13910,35.66000,35.25000,-0.000986
84788,2006-03-28,35.20000,36.02000,35.69000,-0.005286
84788,2006-03-29,35.31000,36.81000,36.32000,0.009242
84788,2006-03-30,36.18000,36.90000,36.67000,-0.000607
84788,2006-03-31,36.48000,36.77000,36.53000,-0.002621
84788,2006-04-03,36.10000,37.33000,36.14000,0.000840
84788,2006-04-04,36.02000,37.10000,36.77000,0.005596
84788,2006-04-05,36.27000,37.34000,37.34000,0.004924
84788,2006-04-06,37.13000,38.84000,38.51000,-0.000825
84788,2006-04-07,37.00000,38.67000,37.09000,-0.009971
84788,2006-04-10,36.22000,37.28000,36.61000,0.000103
84788,2006-04-11,35.52000,36.75000,36.06000,-0.008218
84788,2006-04-12,35.91000,36.44000,36.13000,0.001730
84788,2006-04-13,35.49000,36.72000,36.62000,0.001237
84788,2006-04-17,35.05000,36.62000,35.27000,-0.001500
84788,2006-04-18,35.20000,36.45000,36.28000,0.017368
84788,2006-04-19,35.89000,36.96000,36.89000,0.004286
84788,2006-04-20,36.23000,37.20000,36.34000,-0.000820
84788,2006-04-21,35.72000,36.78000,36.03000,0.000196
84788,2006-04-24,35.32000,36.11500,35.79000,-0.002941
84788,2006-04-25,35.01000,35.77000,35.55000,-0.004011
84788,2006-04-26,35.15000,36.11000,35.79000,0.002145
84788,2006-04-27,35.30000,35.87000,35.74000,0.001845
84788,2006-04-28,35.14000,35.89000,35.21000,0.001336
84788,2006-05-01,34.44000,35.57000,34.59000,-0.003281
84788,2006-05-02,34.23000,34.94000,34.38000,0.006042
84788,2006-05-03,33.51000,34.39000,33.96000,-0.003151
84788,2006-05-04,34.38000,34.72000,34.47000,0.003972
84788,2006-05-05,34.15000,35.04000,35.04000,0.010548
84788,2006-05-08,34.47000,35.31000,34.69000,-0.000123
84788,2006-05-09,34.21000,35.26000,34.84000,0.000884
84788,2006-05-10,34.10000,35.00000,34.16000,-0.001461
84788,2006-05-11,33.08000,34.15000,33.53000,-0.013542
84788,2006-05-12,32.55000,33.78000,32.73000,-0.012833
84788,2006-05-15,32.21000,32.85000,32.78000,-0.001102
84788,2006-05-16,32.32000,33.02000,32.76000,-0.001033
84788,2006-05-17,31.53000,32.70000,31.61000,-0.017065
84788,2006-05-18,31.52000,33.64000,32.61000,-0.007167
84788,2006-05-19,32.03000,34.00000,33.94000,0.004179
84788,2006-05-22,33.18000,34.99000,34.83000,-0.006254
84788,2006-05-23,33.76000,36.00000,33.76000,-0.003447
84788,2006-05-24,33.37000,35.23000,35.19000,-0.000251
84788,2006-05-25,34.60000,35.69000,35.63000,0.013911
84788,2006-05-26,35.46000,36.50000,36.07000,0.006310
84788,2006-05-30,34.44000,35.75000,34.64000,-0.015230
84788,2006-05-31,33.73000,34.94000,34.61000,0.009340
84788,2006-06-01,34.30000,35.45000,35.07000,0.012579
84788,2006-06-02,34.05000,35.22000,34.76000,0.002584
84788,2006-06-05,33.27000,34.54000,33.49000,-0.018875
84788,2006-06-06,32.93000,33.80000,33.41000,-0.003566
84788,2006-06-07,32.91000,34.54000,33.77000,-0.006568
84788,2006-06-08,32.42000,34.06000,33.55000,-0.001106
84788,2006-06-09,33.45000,34.35000,33.78000,-0.003265
84788,2006-06-12,33.49000,34.45000,33.60000,-0.014845
84788,2006-06-13,33.13500,34.17000,33.47000,-0.013068
84788,2006-06-14,33.08000,33.99000,33.68000,0.005104
84788,2006-06-15,33.67000,35.17000,34.96000,0.023848
84788,2006-06-16,34.70000,35.26000,35.09000,-0.004451
84788,2006-06-19,35.04000,35.48000,35.07000,-0.010177
84788,2006-06-20,34.88000,35.65000,35.48000,-0.000519
84788,2006-06-21,35.34000,37.05000,36.65000,0.011788
84788,2006-06-22,36.11000,36.85140,36.37000,-0.004869
84788,2006-06-23,36.02000,36.65000,36.55000,0.000926
84788,2006-06-26,36.43000,37.17000,36.77000,0.005543
84788,2006-06-27,36.17000,37.50000,36.48000,-0.009672
84788,2006-06-28,36.48000,37.11000,36.70000,0.004934
84788,2006-06-29,36.70000,38.57000,38.52000,0.023620
84788,2006-06-30,37.83000,38.84000,38.68000,0.001016
84788,2006-07-03,38.23000,38.62000,38.61000,0.007911
84788,2006-07-05,36.78000,38.43000,37.11000,-0.008493
84788,2006-07-06,36.52000,37.74000,36.80000,0.002202
84788,2006-07-07,35.75000,37.28000,36.11000,-0.007512
84788,2006-07-10,35.40000,36.70000,35.79000,0.000428
84788,2006-07-11,35.01000,35.92000,35.66000,0.004158
84788,2006-07-12,34.57000,35.90000,34.63000,-0.010938
84788,2006-07-13,33.71000,34.63000,33.73000,-0.014147
84788,2006-07-14,32.80000,33.73000,32.92000,-0.005289
84788,2006-07-17,32.79000,33.93000,33.67000,-0.003578
84788,2006-07-18,32.96000,34.29000,33.49000,0.001632
84788,2006-07-19,33.39000,34.77000,34.48000,0.019847
84788,2006-07-20,33.83000,34.81000,34.18000,-0.011008
84788,2006-07-21,32.92000,33.97000,33.19000,-0.008937
84788,2006-07-24,33.34000,34.68000,34.31000,0.017719
84788,2006-07-25,33.39000,34.16000,33.59000,0.007591
84788,2006-07-26,25.96000,29.00000,26.26000,0.000335
84788,2006-07-27,26.00000,26.80000,26.56000,-0.005474
84788,2006-07-28,26.57000,27.18000,27.17000,0.013051
84788,2006-07-31,26.74000,27.29000,26.89000,-0.000515
84788,2006-08-01,25.84000,26.64000,26.32000,-0.005261
84788,2006-08-02,25.89000,26.30000,26.09000,0.006701
84788,2006-08-03,25.90000,26.90000,26.69000,0.002366
84788,2006-08-04,26.80000,27.59000,27.29000,-0.001169
84788,2006-08-07,26.59000,27.29000,26.78000,-0.003005
84788,2006-08-08,26.19000,27.02000,26.36000,-0.003901
84788,2006-08-09,26.00000,26.70000,26.21000,-0.004165
84788,2006-08-10,25.88000,26.52000,26.49000,0.003936
84788,2006-08-11,25.76000,26.43000,26.07000,-0.004552
84788,2006-08-14,26.18000,27.06000,26.53000,0.000695
84788,2006-08-15,26.62000,27.86000,27.77000,0.014926
84788,2006-08-16,27.52000,28.14000,27.95000,0.009373
84788,2006-08-17,27.83000,29.75000,29.09000,0.001454
84788,2006-08-18,28.22000,29.23000,29.12000,0.002968
84788,2006-08-21,27.97000,28.98000,28.13000,-0.003124
84788,2006-08-22,28.05000,28.89000,28.37000,0.001258
84788,2006-08-23,27.77000,28.89000,28.14000,-0.005159
84788,2006-08-24,27.54000,28.25000,27.97000,0.001257
84788,2006-08-25,27.62000,28.23000,28.03000,-0.000292
84788,2006-08-28,28.27000,29.00000,28.91000,0.005565
84788,2006-08-29,28.75000,29.72000,29.52000,0.003015
84788,2006-08-30,29.48000,30.85000,30.67000,0.001335
84788,2006-08-31,30.47000,30.99000,30.83000,0.000892
84788,2006-09-01,30.85000,31.80000,31.76000,0.005059
84788,2006-09-05,31.24000,32.30000,32.23000,0.002570
84788,2006-09-06,30.65000,31.98000,30.80000,-0.011468
84788,2006-09-07,29.68000,30.64000,29.73000,-0.005378
84788,2006-09-08,29.94000,30.66000,30.51000,0.002437
84788,2006-09-11,29.72000,31.13000,30.79000,-0.001584
84788,2006-09-12,30.53000,31.94000,31.72000,0.011411
84788,2006-09-13,31.37000,31.96000,31.67000,0.005111
84788,2006-09-14,31.18000,31.87000,31.65000,-0.002190
84788,2006-09-15,31.58000,32.74000,32.52000,0.002145
84788,2006-09-18,31.88000,32.67000,32.08000,0.001524
84788,2006-09-19,30.82000,32.30000,31.58000,-0.003259
84788,2006-09-20,31.80000,32.81000,32.12000,0.005183
84788,2006-09-21,30.07000,32.56000,30.22000,-0.004423
84788,2006-09-22,29.90000,30.95000,30.84000,-0.003776
84788,2006-09-25,30.74000,31.97000,31.79000,0.007915
84788,2006-09-26,31.80000,32.59000,32.50000,0.007254
84788,2006-09-27,31.93000,32.46000,32.33000,0.002109
84788,2006-09-28,31.22000,32.33000,31.84000,0.001863
84788,2006-09-29,31.54000,32.34000,32.12000,-0.002990
84788,2006-10-02,30.83000,32.03000,30.87000,-0.003890
84788,2006-10-03,30.58000,32.00000,31.70000,-0.000401
84788,2006-10-04,31.30000,32.83000,32.76000,0.012363
84788,2006-10-05,32.40000,33.40000,33.32000,0.005072
84788,2006-10-06,32.50000,33.21800,32.59000,-0.003112
84788,2006-10-09,32.45100,33.48000,33.38000,0.002159
84788,2006-10-10,32.49000,33.58000,32.62000,0.002247
84788,2006-10-11,32.27000,33.15000,32.91000,-0.003595
84788,2006-10-12,32.63000,33.71000,33.55000,0.010567
84788,2006-10-13,33.08000,33.58000,33.32000,0.003346
84788,2006-10-16,32.55000,33.20000,32.60000,0.004362
84788,2006-10-17,31.75000,32.61000,32.47000,-0.004576
84788,2006-10-18,32.00000,32.78000,32.31000,0.001011
84788,2006-10-19,32.10000,32.84000,32.54000,0.002379
84788,2006-10-20,32.21000,32.69000,32.57000,-0.000425
84788,2006-10-23,32.14000,32.91000,32.88000,0.005418
84788,2006-10-24,32.86000,34.27000,33.63000,0.000818
84788,2006-10-25,36.04000,37.98000,37.68000,0.004353
84788,2006-10-26,37.18000,38.49000,38.30000,0.006477
84788,2006-10-27,37.66400,38.38000,38.24000,-0.008193
84788,2006-10-30,37.68000,38.34000,38.15000,0.000333
84788,2006-10-31,37.80000,38.59000,38.09000,0.000053
84788,2006-11-01,37.46000,38.20000,37.56000,-0.008999
84788,2006-11-02,37.11000,37.77000,37.45000,-0.000135
84788,2006-11-03,36.87000,37.71000,37.46000,-0.000312
84788,2006-11-06,37.53000,38.35000,38.21000,0.011518
84788,2006-11-07,38.04000,39.00000,38.77000,0.001818
84788,2006-11-08,38.46000,39.48000,39.47000,0.003357
84788,2006-11-09,38.81000,39.77000,38.84000,-0.004640
84788,2006-11-10,38.76000,39.36200,39.26000,0.002155
84788,2006-11-13,39.13000,40.00100,39.99000,0.002257
84788,2006-11-14,39.62000,41.67000,41.51000,0.006933
84788,2006-11-15,41.50000,43.10000,42.60000,0.004008
84788,2006-11-16,42.40000,42.95000,42.84000,0.001138
84788,2006-11-17,42.22000,42.67000,42.55000,0.000214
84788,2006-11-20,41.94000,42.55000,42.44000,0.000481
84788,2006-11-21,42.12000,43.25000,42.54000,0.003124
84788,2006-11-22,42.18000,42.98000,42.96000,0.003000
84788,2006-11-24,42.31000,42.94000,42.41000,-0.001904
84788,2006-11-27,40.72000,42.80000,40.85000,-0.014745
84788,2006-11-28,40.30000,41.07000,40.92000,0.003038
84788,2006-11-29,40.00000,41.10000,40.63000,0.009670
84788,2006-11-30,39.85000,40.64000,40.34000,0.001694
84788,2006-12-01,39.09000,40.54000,39.41000,-0.002826
84788,2006-12-04,38.87000,39.48000,39.10000,0.009992
84788,2006-12-05,38.72000,39.30000,38.98000,0.003862
84788,2006-12-06,38.64000,39.58000,38.90000,-0.001081
84788,2006-12-07,38.05000,39.09000,38.12000,-0.003428
84788,2006-12-08,37.70000,38.95000,38.46000,0.001159
84788,2006-12-11,38.08000,39.15000,38.69000,0.001969
84788,2006-12-12,38.15000,38.94000,38.46000,-0.002021
84788,2006-12-13,38.19000,39.19000,38.50000,0.001191
84788,2006-12-14,38.60000,39.54000,39.02000,0.007678
84788,2006-12-15,39.23000,40.19000,40.01000,0.000016
84788,2006-12-18,38.86000,40.64000,39.26000,-0.004988
84788,2006-12-19,38.23000,39.72000,39.42000,0.001873
84788,2006-12-20,39.39000,40.30000,40.01000,-0.000615
84788,2006-12-21,39.65000,40.34000,39.89000,-0.003813
84788,2006-12-22,39.91000,40.51000,40.24000,-0.004549
84788,2006-12-26,39.42000,40.13000,39.80000,0.004335
84788,2006-12-27,39.80000,40.47000,40.29000,0.007793
84788,2006-12-28,39.92000,40.63000,40.21000,-0.001042
84788,2006-12-29,39.34990,40.25000,39.46000,-0.004516
