PERMNO,date,BIDLO,ASKHI,PRC,vwretd
84788,2010-09-14,143.83200,146.70000,145.75000,-0.000109
84788,2010-09-15,143.56000,145.62000,145.45000,0.002954
84788,2010-09-16,145.16000,148.23000,148.13000,-0.000750
84788,2010-09-17,146.50000,148.98000,148.32500,0.001128
84788,2010-09-20,147.35001,151.95000,151.30479,0.015185
84788,2010-09-21,149.60001,153.31000,150.73000,-0.003099
84788,2010-09-22,149.10001,152.70000,151.83000,-0.005026
84788,2010-09-23,150.97000,155.92000,152.85001,-0.008120
84788,2010-09-24,155.42000,160.89000,160.73000,0.021212
84788,2010-09-27,157.88000,161.20000,159.37000,-0.004463
84788,2010-09-28,154.89000,160.88000,159.70000,0.005789
84788,2010-09-29,157.75000,161.78000,158.99001,-0.001083
84788,2010-09-30,155.60001,160.92999,157.06000,-0.001976
84788,2010-10-01,152.20000,157.44000,153.71001,0.004941
84788,2010-10-04,152.78999,155.96001,155.39000,-0.008297
84788,2010-10-05,157.01450,161.21001,160.87000,0.020571
84788,2010-10-06,154.60001,160.67999,155.39999,-0.000334
84788,2010-10-07,153.39000,157.39999,156.27000,-0.002122
84788,2010-10-08,152.78000,156.28000,155.55000,0.007625
84788,2010-10-11,152.34000,156.63000,153.03000,0.000566
84788,2010-10-12,151.39999,156.95000,156.48000,0.003649
84788,2010-10-13,153.85001,156.78999,155.17000,0.008787
84788,2010-10-14,154.23000,156.94991,155.53000,-0.003666
84788,2010-10-15,156.75000,164.88000,164.64000,0.000704
84788,2010-10-18,161.82001,165.19000,163.56000,0.006297
84788,2010-10-19,157.00000,162.80000,158.67000,-0.017217
84788,2010-10-20,156.57001,159.87000,158.67000,0.011279
84788,2010-10-21,161.28999,166.13000,164.97000,0.000265
84788,2010-10-22,162.27000,170.17000,169.13000,0.002655
84788,2010-10-25,168.32001,171.99001,169.00000,0.003725
84788,2010-10-26,167.50000,171.00000,169.95000,-0.000426
84788,2010-10-27,166.53999,169.75000,167.50999,-0.003317
84788,2010-10-28,165.05000,168.49001,166.84000,0.001140
84788,2010-10-29,164.81000,168.50000,165.23000,0.001662
84788,2010-11-01,161.52000,164.58000,162.58000,0.000145
84788,2010-11-02,163.36000,165.94000,164.61000,0.009056
84788,2010-11-03,162.28999,168.61000,168.47000,0.003440
84788,2010-11-04,168.39999,172.53000,168.92999,0.019919
84788,2010-11-05,168.59000,171.64999,170.77000,0.004023
84788,2010-11-08,168.78000,173.20000,171.99001,-0.000910
84788,2010-11-09,169.06000,173.14000,170.27000,-0.008464
84788,2010-11-10,169.41000,173.37000,173.33000,0.005391
84788,2010-11-11,169.42010,172.05000,170.37000,-0.003606
84788,2010-11-12,165.05000,171.25999,165.67999,-0.013394
84788,2010-11-15,158.56000,165.35001,158.89999,-0.001329
84788,2010-11-16,156.77000,160.91000,157.78000,-0.016858
84788,2010-11-17,157.55000,160.85001,158.35001,0.001623
84788,2010-11-18,160.74010,165.00000,164.17000,0.015564
84788,2010-11-19,162.84000,164.99001,164.82001,0.003744
84788,2010-11-22,165.00000,170.60001,170.39000,-0.000274
84788,2010-11-23,164.62000,168.81000,168.20000,-0.014126
84788,2010-11-24,171.53000,177.89000,177.25000,0.015688
84788,2010-11-26,176.16000,178.38000,177.50000,-0.006881
84788,2010-11-29,177.57001,181.84250,179.49001,-0.000918
84788,2010-11-30,174.89999,177.70000,175.39999,-0.005790
84788,2010-12-01,176.00000,179.32001,176.55000,0.020828
84788,2010-12-02,173.92000,177.45000,176.53000,0.012233
84788,2010-12-03,174.05000,176.39999,175.67999,0.003963
84788,2010-12-06,174.60001,178.42999,178.05000,0.000023
84788,2010-12-07,176.57001,181.47000,176.77000,0.000194
84788,2010-12-08,175.20000,178.16000,176.28999,0.001546
84788,2010-12-09,173.80000,178.11000,174.85001,0.003575
84788,2010-12-10,173.36000,175.95000,175.62000,0.006426
84788,2010-12-13,173.73000,177.94000,174.25000,0.000181
84788,2010-12-14,173.09000,175.75999,173.94000,0.000273
84788,2010-12-15,173.59090,179.00000,175.57001,-0.005257
84788,2010-12-16,175.03999,178.30000,178.03999,0.005848
84788,2010-12-17,177.02000,178.75000,177.58000,0.001569
84788,2010-12-20,178.03999,183.98000,183.28999,0.001819
84788,2010-12-21,182.60010,185.64999,184.75000,0.007207
84788,2010-12-22,184.11000,185.45000,184.75999,0.003136
84788,2010-12-23,181.89050,184.98000,182.59000,-0.001198
84788,2010-12-27,180.45000,183.14000,182.14000,0.000667
84788,2010-12-28,181.05000,182.77000,181.09000,0.000789
84788,2010-12-29,180.41000,184.35001,183.37000,0.002731
84788,2010-12-30,182.75000,184.55000,182.75000,-0.000803
84788,2010-12-31,179.50999,182.30000,180.00000,-0.000233
84788,2011-01-03,181.21001,186.00000,184.22000,0.011216
84788,2011-01-04,183.78000,187.69949,185.00999,-0.003896
84788,2011-01-05,184.07001,187.45000,187.42000,0.005386
84788,2011-01-06,185.25000,187.41000,185.86000,-0.002516
84788,2011-01-07,183.74001,188.45000,185.49001,-0.001951
84788,2011-01-10,182.50999,185.28999,184.67999,-0.000710
84788,2011-01-11,183.21001,186.00000,184.34000,0.005050
84788,2011-01-12,183.30000,185.38000,184.08000,0.009018
84788,2011-01-13,183.50999,186.45000,185.53000,-0.001891
84788,2011-01-14,184.92000,188.94000,188.75000,0.006633
84788,2011-01-18,188.25000,191.60001,191.25000,0.002177
84788,2011-01-19,186.21001,191.00000,186.87000,-0.012254
84788,2011-01-20,181.00000,186.85001,181.96001,-0.003838
84788,2011-01-21,176.84000,183.25000,177.42000,0.001261
84788,2011-01-24,174.14751,178.49001,176.85001,0.006291
84788,2011-01-25,174.28000,176.75000,176.70000,-0.000429
84788,2011-01-26,174.63000,177.89000,175.39000,0.007336
84788,2011-01-27,177.31000,185.00000,184.45000,0.002133
84788,2011-01-28,166.89999,173.71001,171.14000,-0.017209
84788,2011-01-31,167.41000,171.44000,169.64000,0.007620
84788,2011-02-01,169.50999,173.10001,172.11000,0.017032
84788,2011-02-02,170.87000,175.20000,173.53000,-0.002230
84788,2011-02-03,171.95000,174.67000,173.71001,0.002926
84788,2011-02-04,173.75000,177.19000,175.92999,0.002178
84788,2011-02-07,174.77000,177.55000,176.42999,0.006125
84788,2011-02-08,176.59000,183.11000,183.06000,0.004552
84788,2011-02-09,182.25999,186.47000,185.30000,-0.003445
84788,2011-02-10,183.60001,187.24001,186.21001,0.001338
84788,2011-02-11,185.37000,189.50000,189.25000,0.006112
84788,2011-02-14,188.35001,191.39999,190.42000,0.003402
84788,2011-02-15,188.25000,190.49001,189.03000,-0.003183
84788,2011-02-16,186.35001,190.00000,186.62000,0.007536
84788,2011-02-17,185.31000,189.09000,187.75999,0.003948
84788,2011-02-18,185.13000,188.50000,186.50000,0.001223
84788,2011-02-22,179.32001,184.72000,180.42000,-0.021069
84788,2011-02-23,174.39000,181.14999,176.67999,-0.006565
84788,2011-02-24,174.56000,179.75000,177.75000,-0.000133
84788,2011-02-25,177.10001,180.75000,177.24001,0.012941
84788,2011-02-28,172.14999,175.89000,173.28999,0.005330
84788,2011-03-01,168.67000,173.96001,169.44000,-0.014904
84788,2011-03-02,168.35001,173.30000,172.02000,0.002854
84788,2011-03-03,172.05000,174.46001,172.78999,0.016103
84788,2011-03-04,169.50999,172.75000,171.67000,-0.005904
84788,2011-03-07,166.24001,172.09000,169.08000,-0.009411
84788,2011-03-08,166.72000,169.71001,166.89000,0.008083
84788,2011-03-09,163.89999,169.75000,169.05000,-0.002436
84788,2011-03-10,164.82001,168.47000,166.14000,-0.019796
84788,2011-03-11,164.12000,169.20000,168.07001,0.006953
84788,2011-03-14,164.57001,168.08000,166.73000,-0.005491
84788,2011-03-15,160.75999,166.88000,165.08000,-0.011156
84788,2011-03-16,162.87010,168.14000,164.70000,-0.016650
84788,2011-03-17,160.78000,166.30000,160.97000,0.012218
84788,2011-03-18,160.59000,163.53999,161.82001,0.004862
84788,2011-03-21,161.72000,165.78999,164.52499,0.016447
84788,2011-03-22,162.25000,164.44000,162.60001,-0.003235
84788,2011-03-23,160.82001,166.25999,165.32001,0.002877
84788,2011-03-24,167.36000,172.00000,171.10001,0.008548
84788,2011-03-25,170.30000,173.49001,170.98000,0.003115
84788,2011-03-28,169.25000,172.50000,169.35001,-0.003336
84788,2011-03-29,170.07001,174.84000,174.62000,0.007163
84788,2011-03-30,177.66000,181.16000,179.42000,0.008221
84788,2011-03-31,178.50000,181.57001,180.13000,-0.000593
84788,2011-04-01,178.59000,183.25000,180.13000,0.005434
84788,2011-04-04,180.69000,183.61000,182.94000,0.001160
84788,2011-04-05,181.80000,186.36000,185.28999,0.001327
84788,2011-04-06,181.12000,188.27000,182.75999,0.001738
84788,2011-04-07,181.75999,185.17000,184.91000,-0.002252
84788,2011-04-08,182.78000,186.22000,184.71001,-0.003390
84788,2011-04-11,181.85001,186.49001,184.03999,-0.004735
84788,2011-04-12,179.42000,184.59000,180.48000,-0.009258
84788,2011-04-13,179.80000,182.88000,182.28999,0.001297
84788,2011-04-14,179.36000,182.08000,181.82001,0.000540
84788,2011-04-15,179.01961,181.78000,180.00999,0.003973
84788,2011-04-18,175.37000,178.91000,178.34000,-0.011627
84788,2011-04-19,176.60001,179.47000,178.82001,0.005710
84788,2011-04-20,181.59000,185.00000,183.87000,0.014279
84788,2011-04-21,183.04601,185.97000,185.89000,0.005890
84788,2011-04-25,183.77000,186.35001,185.42000,-0.001857
84788,2011-04-26,180.73801,186.42000,182.30000,0.008146
84788,2011-04-27,182.75000,197.80000,196.63000,0.006153
84788,2011-04-28,192.27000,196.78999,195.07001,0.002932
84788,2011-04-29,193.78000,196.59000,195.81000,0.003120
84788,2011-05-02,196.17999,203.42000,201.19000,-0.003557
84788,2011-05-03,196.69000,202.59000,198.45000,-0.006649
84788,2011-05-04,195.37000,201.86000,199.97000,-0.007979
84788,2011-05-05,196.12000,201.00000,197.11000,-0.009460
84788,2011-05-06,196.56000,199.56000,197.60001,0.004608
84788,2011-05-09,196.78000,202.36000,200.80000,0.006154
84788,2011-05-10,201.56000,205.28999,203.94000,0.008466
84788,2011-05-11,202.25000,205.50000,204.38000,-0.012234
84788,2011-05-12,200.62000,206.18520,206.07001,0.004042
84788,2011-05-13,202.36000,206.39000,202.56000,-0.008910
84788,2011-05-16,191.37000,200.89999,192.50999,-0.006962
84788,2011-05-17,191.75999,195.98000,194.81000,-0.000647
84788,2011-05-18,193.25000,198.28300,197.09000,0.010754
84788,2011-05-19,197.55000,199.95000,198.80499,0.002335
84788,2011-05-20,197.24001,199.80000,198.64999,-0.006777
84788,2011-05-23,192.02000,197.28999,196.22000,-0.013021
84788,2011-05-24,193.00000,197.00000,193.27000,-0.000403
84788,2011-05-25,191.14000,194.35001,192.25999,0.005080
84788,2011-05-26,190.88000,196.45000,195.00000,0.005338
84788,2011-05-27,193.50000,196.12000,194.13000,0.005111
84788,2011-05-31,195.03000,198.44000,196.69000,0.010296
84788,2011-06-01,192.05000,197.25999,192.39500,-0.023093
84788,2011-06-02,190.56000,194.44000,193.64999,-0.000629
84788,2011-06-03,187.62000,193.21001,188.32001,-0.009303
84788,2011-06-06,185.17999,189.85001,185.69000,-0.012460
84788,2011-06-07,185.52000,190.63000,187.55000,0.000286
84788,2011-06-08,186.32001,189.81000,188.05000,-0.005978
84788,2011-06-09,185.71001,191.75999,189.67999,0.007460
84788,2011-06-10,186.28000,190.77000,186.53000,-0.014085
84788,2011-06-13,184.86000,189.31000,186.28999,-0.000908
84788,2011-06-14,187.07001,190.72000,189.96001,0.013873
84788,2011-06-15,185.30000,192.45000,185.98000,-0.017310
84788,2011-06-16,181.59000,187.00000,183.64999,-0.000118
84788,2011-06-17,184.64000,187.39000,186.37000,0.002158
84788,2011-06-20,185.57001,188.85201,187.72000,0.005346
84788,2011-06-21,187.12000,195.00000,194.23000,0.015906
84788,2011-06-22,191.32001,195.20000,191.63000,-0.005485
84788,2011-06-23,188.30000,194.46001,194.16000,-0.002593
84788,2011-06-24,191.35001,194.92000,192.55000,-0.010579
84788,2011-06-27,194.03000,202.58000,201.25000,0.008075
84788,2011-06-28,200.60001,202.88000,202.35001,0.013701
84788,2011-06-29,201.03000,206.25000,204.17999,0.008743
84788,2011-06-30,200.50000,205.20000,204.49001,0.009707
84788,2011-07-01,203.61000,210.27000,209.49001,0.013481
84788,2011-07-05,208.73000,214.45000,213.19000,-0.000026
84788,2011-07-06,211.01010,214.39999,214.19000,0.001143
84788,2011-07-07,215.09000,217.80000,216.74001,0.010640
84788,2011-07-08,213.25000,218.32001,218.28000,-0.006347
84788,2011-07-11,211.00000,217.50000,212.55000,-0.019366
84788,2011-07-12,211.12000,215.64999,211.23000,-0.003814
84788,2011-07-13,212.14000,216.83000,213.50000,0.005008
84788,2011-07-14,209.38000,215.91000,210.38000,-0.008052
84788,2011-07-15,209.28999,214.53000,212.87000,0.006172
84788,2011-07-18,208.28999,213.39000,211.53000,-0.009493
84788,2011-07-19,213.77000,218.39999,218.06000,0.016173
84788,2011-07-20,214.41000,220.20000,215.55000,0.000060
84788,2011-07-21,211.07001,217.09000,213.21001,0.012268
84788,2011-07-22,211.11000,217.94901,216.52000,0.001437
84788,2011-07-25,213.00000,216.08000,213.49001,-0.006280
84788,2011-07-26,210.35001,215.60001,214.17999,-0.004543
84788,2011-07-27,219.62000,227.20000,222.51801,-0.021658
84788,2011-07-28,220.23000,225.95000,223.89999,-0.002938
84788,2011-07-29,219.50999,225.75000,222.52000,-0.005612
84788,2011-08-01,217.66000,227.45000,221.32001,-0.003621
84788,2011-08-02,211.30000,222.42999,211.70000,-0.025685
84788,2011-08-03,205.53999,214.83000,209.96001,0.004956
84788,2011-08-04,201.45000,208.00000,201.48000,-0.050404
84788,2011-08-05,194.84000,207.32001,202.70000,-0.004793
84788,2011-08-08,190.05000,200.39000,193.70000,-0.068747
84788,2011-08-09,190.46001,205.09000,205.09000,0.051269
84788,2011-08-10,193.60001,202.39999,194.13000,-0.038614
84788,2011-08-11,191.36000,200.85001,198.36000,0.045302
84788,2011-08-12,197.21001,204.56000,202.30000,0.004753
84788,2011-08-15,198.32001,205.28000,202.95000,0.022847
84788,2011-08-16,194.75000,201.39000,197.67999,-0.010905
84788,2011-08-17,193.74001,199.60001,195.92999,0.000840
84788,2011-08-18,179.72000,191.34000,182.52000,-0.045363
84788,2011-08-19,177.55000,190.00000,178.92999,-0.015368
84788,2011-08-22,177.10001,184.20000,177.53999,0.000041
84788,2011-08-23,178.52000,194.84000,193.55000,0.033783
84788,2011-08-24,190.17000,196.31000,193.73000,0.011583
84788,2011-08-25,191.07001,196.99001,192.03000,-0.015911
84788,2011-08-26,189.60001,199.72000,199.27000,0.016437
84788,2011-08-29,202.55000,206.67000,206.53000,0.029651
84788,2011-08-30,204.32140,212.49001,210.92000,0.003763
84788,2011-08-31,211.35001,216.17000,215.23000,0.005096
84788,2011-09-01,211.62000,217.64000,212.53999,-0.012140
84788,2011-09-02,207.00000,210.69000,210.00000,-0.024659
84788,2011-09-06,204.47000,216.60001,216.17999,-0.008157
84788,2011-09-07,214.22000,220.19000,219.89999,0.029181
84788,2011-09-08,216.34000,220.64000,217.25999,-0.010895
84788,2011-09-09,209.75000,216.96001,211.39000,-0.026611
84788,2011-09-12,208.64999,216.66000,216.56000,0.004138
84788,2011-09-13,215.00999,219.95000,219.53000,0.010810
84788,2011-09-14,216.72400,224.99001,222.57001,0.012803
84788,2011-09-15,221.25000,227.20000,226.78000,0.015489
84788,2011-09-16,226.74001,240.44000,239.30000,0.003560
84788,2011-09-19,232.88010,244.00000,241.69000,-0.010958
84788,2011-09-20,231.03000,241.05000,233.25000,-0.004119
84788,2011-09-21,231.81000,240.52000,231.87000,-0.029461
84788,2011-09-22,219.00000,228.78999,223.23000,-0.034448
84788,2011-09-23,219.06100,224.49001,223.61000,0.005760
84788,2011-09-26,221.39999,230.24001,229.85001,0.021611
84788,2011-09-27,222.39999,234.75000,224.21001,0.012857
84788,2011-09-28,225.60001,235.81000,229.71001,-0.023714
84788,2011-09-29,216.28999,234.30000,222.44000,0.008240
84788,2011-09-30,215.21001,223.00000,216.23000,-0.024656
84788,2011-10-03,211.39000,221.60001,211.98000,-0.031945
84788,2011-10-04,200.42999,215.00000,212.50000,0.023684
84788,2011-10-05,208.48100,220.17000,219.49800,0.019676
84788,2011-10-06,217.55000,223.62000,221.50999,0.020579
84788,2011-10-07,218.41000,227.89999,224.74001,-0.010952
84788,2011-10-10,224.10001,232.80000,231.32001,0.034298
84788,2011-10-11,229.00000,236.75000,235.48000,0.001058
84788,2011-10-12,234.33000,241.84000,236.81000,0.011827
84788,2011-10-13,235.23000,239.67999,236.14999,-0.002956
84788,2011-10-14,240.17999,246.71001,246.71001,0.017746
84788,2011-10-17,240.67000,246.71001,242.33000,-0.020875
84788,2011-10-18,236.62399,244.61000,243.88000,0.020804
84788,2011-10-19,229.25000,243.33000,231.53000,-0.014181
84788,2011-10-20,229.80000,234.73900,233.61000,0.003900
84788,2011-10-21,230.60001,236.99989,234.78000,0.019276
84788,2011-10-24,234.00000,240.47000,237.61000,0.016807
84788,2011-10-25,225.89000,239.00999,227.14999,-0.019852
84788,2011-10-26,196.50999,207.58000,198.39999,0.011528
84788,2011-10-27,201.10001,208.60001,206.78000,0.036276
84788,2011-10-28,205.75000,218.39999,217.32001,0.000258
84788,2011-10-31,213.03999,218.89000,213.50999,-0.024671
84788,2011-11-01,207.42999,216.21001,212.10500,-0.028648
84788,2011-11-02,212.72000,216.78999,215.62000,0.017092
84788,2011-11-03,213.02000,218.50000,218.28999,0.019215
84788,2011-11-04,214.33080,218.23000,216.48000,-0.005574
84788,2011-11-07,214.00000,220.20000,217.00000,0.004902
84788,2011-11-08,215.21001,219.35001,217.99001,0.011224
84788,2011-11-09,210.60001,215.70000,211.22000,-0.037884
84788,2011-11-10,208.10001,214.05920,210.78999,0.007437
84788,2011-11-11,210.31000,217.88000,217.39000,0.019774
84788,2011-11-14,214.25000,222.35001,218.92999,-0.009376
84788,2011-11-15,214.25999,220.32750,217.83000,0.004534
84788,2011-11-16,211.23000,216.97000,211.99001,-0.015109
84788,2011-11-17,202.10001,212.89999,204.52000,-0.017223
84788,2011-11-18,197.11000,205.34000,197.14000,-0.000287
84788,2011-11-21,185.05000,193.36000,189.25000,-0.018676
84788,2011-11-22,183.58000,194.03999,192.34000,-0.003946
84788,2011-11-23,187.89000,194.60001,188.99001,-0.023262
84788,2011-11-25,181.50999,190.83000,182.39900,-0.003626
84788,2011-11-28,190.53999,194.61971,194.14999,0.030551
84788,2011-11-29,187.30000,195.50000,188.39000,0.002263
84788,2011-11-30,188.75000,195.30000,192.28999,0.043928
84788,2011-12-01,191.59000,198.07500,197.13000,-0.002277
84788,2011-12-02,195.17999,199.66000,196.03000,0.000107
84788,2011-12-05,193.66769,199.00000,196.24001,0.010304
84788,2011-12-06,190.11000,198.32001,191.99001,0.000383
84788,2011-12-07,189.12000,196.71001,195.32001,0.001916
84788,2011-12-08,190.08000,195.89000,190.48000,-0.022890
84788,2011-12-09,188.39999,193.95000,193.03000,0.017757
84788,2011-12-12,187.63000,191.14999,189.52000,-0.015569
84788,2011-12-13,178.50000,189.67999,180.50999,-0.011265
84788,2011-12-14,170.25000,180.75000,180.21001,-0.012744
84788,2011-12-15,179.53000,184.79900,181.25999,0.003747
84788,2011-12-16,180.31000,184.41000,181.25999,0.004974
84788,2011-12-19,179.00000,183.17000,179.33000,-0.012683
84788,2011-12-20,180.53999,183.17000,182.52000,0.030057
84788,2011-12-21,172.49001,183.50000,174.35001,0.002028
84788,2011-12-22,174.21001,179.67000,179.03000,0.008917
84788,2011-12-23,175.60001,179.67999,177.28000,0.007869
84788,2011-12-27,176.16000,178.59470,176.27000,0.000017
84788,2011-12-28,172.28000,176.64999,173.89000,-0.013658
84788,2011-12-29,166.97000,174.55000,173.86000,0.010788
84788,2011-12-30,172.49001,175.17000,173.10001,-0.002579
84788,2012-01-03,175.55000,179.47501,179.03000,0.016184
84788,2012-01-04,176.06500,180.50000,177.50999,-0.000454
84788,2012-01-05,174.05000,178.25000,177.61000,0.002935
84788,2012-01-06,177.50000,184.64999,182.61000,-0.002904
84788,2012-01-09,177.00000,184.37000,178.56000,0.002817
84788,2012-01-10,177.10001,182.39999,179.34000,0.010424
84788,2012-01-11,178.19000,180.77000,178.89999,0.000945
84788,2012-01-12,175.75000,179.49001,175.92999,0.003061
84788,2012-01-13,173.50000,178.80000,178.42000,-0.005325
84788,2012-01-17,178.50999,183.30000,181.66000,0.003905
84788,2012-01-18,181.12000,190.25000,189.44000,0.012313
84788,2012-01-19,190.36000,195.94000,194.45000,0.005600
84788,2012-01-20,189.03999,192.89999,190.92999,0.000884
84788,2012-01-23,185.23000,191.73000,186.09000,0.001611
84788,2012-01-24,183.82001,188.41000,187.00000,-0.000801
84788,2012-01-25,184.61000,188.17000,187.80000,0.009952
84788,2012-01-26,188.73000,194.85001,193.31599,-0.004908
84788,2012-01-27,192.33000,196.50000,195.37000,0.000701
84788,2012-01-30,190.13000,195.00000,192.14999,-0.003741
84788,2012-01-31,189.70000,195.63000,194.44000,-0.000083
84788,2012-02-01,172.00000,179.95000,179.46001,0.011218
84788,2012-02-02,176.80000,181.93620,181.72000,0.001833
84788,2012-02-03,181.89000,187.89999,187.67999,0.014692
84788,2012-02-06,182.92010,186.56000,183.14000,-0.000989
84788,2012-02-07,182.06000,184.94000,184.19000,0.001396
84788,2012-02-08,182.91000,186.49001,185.48000,0.002188
84788,2012-02-09,181.75999,185.69000,184.98000,0.001002
84788,2012-02-10,182.52000,187.63000,185.53999,-0.008395
84788,2012-02-13,185.67999,192.49930,191.59000,0.007447
84788,2012-02-14,186.10001,193.57001,191.30000,-0.001554
84788,2012-02-15,183.25999,191.53999,184.47000,-0.004224
84788,2012-02-16,175.14000,181.67999,179.92999,0.012483
84788,2012-02-17,179.36000,183.41000,182.50000,0.001388
84788,2012-02-21,180.57680,184.75000,182.25999,0.000157
84788,2012-02-22,180.28999,182.99001,180.58000,-0.003133
84788,2012-02-23,176.96001,180.75000,178.89000,0.005705
84788,2012-02-24,178.37000,180.74001,179.13000,0.001498
84788,2012-02-27,176.50000,179.19000,178.53000,0.000805
84788,2012-02-28,177.95000,184.28999,183.80000,0.002911
84788,2012-02-29,179.00999,184.00000,179.69000,-0.005687
84788,2012-03-01,176.58000,180.49001,180.03999,0.006812
84788,2012-03-02,178.91800,181.84000,179.30000,-0.004926
84788,2012-03-05,178.17999,181.82001,180.25999,-0.004562
84788,2012-03-06,178.03999,183.50000,181.09000,-0.017397
84788,2012-03-07,182.39999,185.50000,183.77000,0.007952
84788,2012-03-08,183.80000,188.38000,187.64000,0.010874
84788,2012-03-09,183.44000,187.20000,184.32001,0.004505
84788,2012-03-12,182.20000,185.39999,183.39000,-0.001367
84788,2012-03-13,180.77000,184.87000,184.59000,0.017634
84788,2012-03-14,181.14000,184.31990,182.25999,-0.003911
84788,2012-03-15,180.30000,184.42999,184.42999,0.006519
84788,2012-03-16,182.35001,185.67999,185.05000,0.001329
84788,2012-03-19,183.00000,186.67999,185.52000,0.004007
84788,2012-03-20,182.88000,194.41000,192.33000,-0.004510
84788,2012-03-21,191.25999,194.28000,191.73000,-0.001116
84788,2012-03-22,190.25999,194.06000,192.39999,-0.008123
84788,2012-03-23,191.80000,196.20000,195.03999,0.004486
84788,2012-03-26,195.50000,202.97000,202.87000,0.013973
84788,2012-03-27,202.88000,209.85001,205.44000,-0.003666
84788,2012-03-28,200.31000,207.00000,201.16000,-0.005522
84788,2012-03-29,200.63000,205.31000,204.61000,-0.001902
84788,2012-03-30,201.87000,206.85001,202.50999,0.003358
84788,2012-04-02,197.00000,199.89999,198.05000,0.008055
84788,2012-04-03,197.50000,202.39000,199.66000,-0.004446
84788,2012-04-04,192.36000,197.67999,193.99001,-0.011828
84788,2012-04-05,193.55000,196.03000,194.39000,-0.000803
84788,2012-04-09,190.50000,194.20000,191.87000,-0.011389
84788,2012-04-10,186.57001,193.52000,186.98000,-0.018037
84788,2012-04-11,186.78999,191.97000,187.97000,0.008525
84788,2012-04-12,185.61000,192.25999,190.69000,0.015097
84788,2012-04-13,186.25999,189.94000,188.46001,-0.012405
84788,2012-04-16,183.64999,189.47000,185.50000,-0.000582
84788,2012-04-17,186.87000,190.03999,188.39000,0.014961
84788,2012-04-18,188.74001,193.45000,191.07001,-0.004043
84788,2012-04-19,189.75000,194.55000,191.10001,-0.004665
84788,2012-04-20,189.80000,193.48000,189.98000,0.001633
84788,2012-04-23,185.50999,188.99001,188.24001,-0.009549
84788,2012-04-24,186.50999,190.70000,190.33000,0.003250
84788,2012-04-25,191.60001,194.80000,194.42000,0.013834
84788,2012-04-26,193.02000,196.36000,195.99001,0.006834
84788,2012-04-27,220.22000,228.69000,226.85001,0.003899
84788,2012-04-30,223.05000,233.84000,231.89999,-0.004318
84788,2012-05-01,228.39999,232.97000,230.03999,0.004880
84788,2012-05-02,227.39999,231.44000,230.25000,-0.002052
84788,2012-05-03,228.03000,232.53000,229.45000,-0.009956
84788,2012-05-04,223.74001,229.71989,223.99001,-0.015686
84788,2012-05-07,222.28999,226.86749,225.16000,0.000556
84788,2012-05-08,218.20000,225.39000,223.89999,-0.005359
84788,2012-05-09,220.16000,225.78000,222.98000,-0.006022
84788,2012-05-10,221.95000,229.08000,226.69000,0.002860
84788,2012-05-11,225.73000,230.67999,227.67999,-0.002769
84788,2012-05-14,222.50999,227.28999,222.92999,-0.012184
84788,2012-05-15,223.00000,230.61000,224.39000,-0.006034
84788,2012-05-16,222.50000,228.00000,224.06000,-0.004931
84788,2012-05-17,218.09000,226.00000,218.36000,-0.015863
84788,2012-05-18,212.81000,219.63000,213.85001,-0.008152
84788,2012-05-21,212.82001,219.98000,218.11000,0.017773
84788,2012-05-22,213.96001,218.87000,215.33000,-0.000477
84788,2012-05-23,211.17999,217.55000,217.28000,0.002817
84788,2012-05-24,212.70000,217.66000,215.24001,0.000985
84788,2012-05-25,212.22000,215.98000,212.89000,-0.001543
84788,2012-05-29,212.28999,216.55000,214.75000,0.011233
84788,2012-05-30,207.75200,212.98000,209.23000,-0.015518
84788,2012-05-31,207.11000,213.78780,212.91000,-0.001980
84788,2012-06-01,207.30000,211.23000,208.22000,-0.024535
84788,2012-06-04,206.37000,215.35001,214.57001,-0.001013
84788,2012-06-05,211.16000,216.86000,213.21001,0.007873
84788,2012-06-06,214.52000,218.39999,217.64000,0.022719
84788,2012-06-07,218.11000,221.49001,218.80000,-0.001370
84788,2012-06-08,216.66000,219.42000,218.48000,0.007121
84788,2012-06-11,215.20000,220.87000,216.50000,-0.013979
84788,2012-06-12,214.52220,218.00000,216.42000,0.011656
84788,2012-06-13,213.52000,217.38000,214.73000,-0.006961
84788,2012-06-14,212.56000,216.50000,214.45000,0.009508
84788,2012-06-15,214.46001,219.33000,218.35001,0.010117
84788,2012-06-18,216.73000,223.75999,222.66000,0.002192
84788,2012-06-19,221.66000,225.20000,224.03000,0.011650
84788,2012-06-20,220.84000,224.74001,223.02000,-0.001471
84788,2012-06-21,220.52000,226.03000,220.57500,-0.023492
84788,2012-06-22,219.35001,222.50999,222.16000,0.007261
84788,2012-06-25,218.00000,221.59000,220.07001,-0.015465
84788,2012-06-26,221.45000,226.39000,225.61000,0.004874
84788,2012-06-27,223.30000,227.50000,225.62000,0.009042
84788,2012-06-28,218.75000,224.62000,221.31000,-0.002112
84788,2012-06-29,223.71001,228.35001,228.35001,0.025655
84788,2012-07-02,226.34000,229.34000,229.32001,0.003870
84788,2012-07-03,227.59000,229.53000,229.53000,0.008974
84788,2012-07-05,226.53000,230.50000,227.06000,-0.004150
84788,2012-07-06,224.17999,228.89999,225.05000,-0.009972
