PERMNO,date,PRC,vwretd
84788,2010-01-04,133.89999,0.017127
84788,2010-01-05,134.69000,0.003374
84788,2010-01-06,132.25000,0.002046
84788,2010-01-07,130.00000,0.002861
84788,2010-01-08,133.52000,0.004174
84788,2010-01-11,130.30800,0.001141
84788,2010-01-12,127.35000,-0.010999
84788,2010-01-13,129.11000,0.008639
84788,2010-01-14,127.35000,0.002307
84788,2010-01-15,127.14000,-0.011328
84788,2010-01-19,127.61000,0.012060
84788,2010-01-20,125.78000,-0.011079
84788,2010-01-21,126.62000,-0.017778
84788,2010-01-22,121.43000,-0.021007
84788,2010-01-25,120.31000,0.003903
84788,2010-01-26,119.48000,-0.004924
84788,2010-01-27,122.75000,0.004188
84788,2010-01-28,126.03000,-0.011336
84788,2010-01-29,125.41000,-0.010305
84788,2010-02-01,118.87000,0.015116
84788,2010-02-02,118.12000,0.012232
84788,2010-02-03,119.10000,-0.004984
84788,2010-02-04,115.94000,-0.031992
84788,2010-02-05,117.39000,0.002653
84788,2010-02-08,116.83000,-0.008238
84788,2010-02-09,118.03000,0.013885
84788,2010-02-10,117.36000,-0.001476
84788,2010-02-11,120.09000,0.012090
84788,2010-02-12,119.66000,-0.000653
84788,2010-02-16,117.53000,0.017984
84788,2010-02-17,116.31000,0.004661
84788,2010-02-18,118.08000,0.006194
84788,2010-02-19,117.52000,0.002460
84788,2010-02-22,118.01000,-0.001114
84788,2010-02-23,117.24000,-0.013090
84788,2010-02-24,119.72000,0.008536
84788,2010-02-25,118.20000,-0.000709
84788,2010-02-26,118.40000,0.001843
84788,2010-03-01,124.54000,0.011990
84788,2010-03-02,125.53000,0.004424
84788,2010-03-03,125.89000,0.001605
84788,2010-03-04,128.53000,0.003101
84788,2010-03-05,128.91000,0.014512
84788,2010-03-08,130.11000,0.000714
84788,2010-03-09,128.82001,0.001653
84788,2010-03-10,130.50999,0.005050
84788,2010-03-11,133.58000,0.003969
84788,2010-03-12,131.82001,0.000760
84788,2010-03-15,131.13000,-0.000685
84788,2010-03-16,131.78999,0.008747
84788,2010-03-17,131.34000,0.005614
84788,2010-03-18,132.75999,-0.002034
84788,2010-03-19,130.35001,-0.006913
84788,2010-03-22,130.47000,0.005864
84788,2010-03-23,129.25999,0.007667
84788,2010-03-24,128.03999,-0.006622
84788,2010-03-25,134.73000,-0.002436
84788,2010-03-26,135.06000,0.000678
84788,2010-03-29,135.12000,0.006799
84788,2010-03-30,136.57899,0.000458
84788,2010-03-31,135.77000,-0.002767
84788,2010-04-01,131.81000,0.008643
84788,2010-04-05,131.49001,0.009552
84788,2010-04-06,135.56000,0.002121
84788,2010-04-07,134.87000,-0.005370
84788,2010-04-08,140.96001,0.002831
84788,2010-04-09,140.06000,0.006706
84788,2010-04-12,141.20000,0.001772
84788,2010-04-13,140.16000,0.000740
84788,2010-04-14,144.28000,0.012335
84788,2010-04-15,145.82001,0.000088
84788,2010-04-16,142.17101,-0.016127
84788,2010-04-19,142.42999,0.002262
84788,2010-04-20,144.20000,0.009815
84788,2010-04-21,146.42999,-0.000540
84788,2010-04-22,150.09000,0.003578
84788,2010-04-23,143.63000,0.007447
84788,2010-04-26,147.11000,-0.003233
